frame_idx,timestamp_sec,motion_magnitude_mean,motion_magnitude_sum,motion_area_ratio,motion_entropy,motion_concentration,small_motion_energy,new_motion_region_score,scene_change_score,global_motion_dx,global_motion_dy,global_motion_scale,global_motion_rotation,global_motion_score,residual_motion_mean,residual_motion_area_ratio,camera_motion_flag
948,31.6316,0.037007,76738.7344,0.097073,1.999348,0.369115,1536.025434,0.054543,0.384187,-2.3972,-0.3884,1.000197,0.000212,0.539114,0.021415,0.035994,True
954,31.8318,0.026347,54632.5117,0.058288,1.822768,0.445399,993.188588,0.00765,0.0,-0.9919,0.406,1.000015,-1.1e-05,0.536387,0.019794,0.057391,True
960,32.032,0.022789,47254.7539,0.036284,1.589675,0.354749,427.245451,0.00306,0.0,0.4864,-0.0518,1.000086,4.8e-05,0.539996,0.025896,0.052582,True
966,32.2322,0.01437,29798.5898,0.032233,0.908389,0.565252,139.989022,0.01011,0.0,0.2741,-0.0916,1.000056,5.4e-05,0.533022,0.013236,0.026486,True
972,32.4324,0.02043,42362.9609,0.037056,1.358764,0.440816,151.939592,0.007468,0.0,0.0808,0.2915,1.000025,2.8e-05,0.529665,0.021407,0.031612,True
978,32.6326,0.018526,38416.4531,0.039717,1.148461,0.557583,259.638601,0.007844,0.0,-0.3837,0.3283,1.00006,6.3e-05,0.53229,0.014492,0.029614,True
984,32.8328,0.022925,47537.6445,0.040567,1.470871,0.469601,174.134597,0.012317,0.0,0.3801,0.043,0.999989,1.1e-05,0.529754,0.020392,0.029297,True
990,33.033,0.01787,37054.8281,0.036091,1.112998,0.546972,90.153628,0.021413,0.0,0.1661,0.1638,1.000013,1.7e-05,0.53502,0.014097,0.021418,True
996,33.2332,0.022206,46047.0898,0.037014,1.377456,0.469443,153.332312,0.02164,0.0,-0.0132,0.1381,1.000035,-2.3e-05,0.528311,0.018675,0.021664,True
1002,33.4334,0.024384,50562.9453,0.047612,1.565451,0.507836,393.968734,0.037201,0.064608,1.3537,-1.111,0.99994,6.9e-05,0.536499,0.016346,0.032549,True
1008,33.6336,0.027715,57469.8438,0.045146,1.681546,0.435948,409.14883,0.00974,0.221706,1.1315,-0.8961,1.000046,3.6e-05,0.529374,0.021797,0.031972,True
1014,33.8338,0.019168,39746.2188,0.040815,1.207269,0.567293,477.84255,0.010431,0.0,-0.4951,-0.4058,1.000078,7.8e-05,0.531457,0.013591,0.033847,True
1020,34.034,0.029208,60565.7422,0.04784,1.753461,0.431963,480.698615,0.011826,0.388322,-1.9605,-0.1822,0.999971,1.4e-05,0.533482,0.022178,0.033975,True
1026,34.2342,0.020435,42374.3828,0.038887,1.242433,0.539542,146.666902,0.005571,0.0,-0.39,0.2146,1.000048,2.3e-05,0.534334,0.012214,0.020387,True
1032,34.4344,0.025465,52803.6406,0.046764,1.656451,0.451391,464.48861,0.005953,0.142594,0.2182,0.5634,1.000016,2.8e-05,0.534541,0.018053,0.028719,True
1038,34.6346,0.02165,44892.5312,0.041987,1.465306,0.491401,427.549812,0.006733,0.0,0.6028,0.3297,1.000109,7.6e-05,0.531587,0.013087,0.024817,True
1044,34.8348,0.025604,53092.8359,0.044585,1.69848,0.413242,522.571059,0.006626,0.108283,0.6339,0.1265,1.000061,0.000124,0.531478,0.019652,0.031504,True
1050,35.035,0.021348,44267.3594,0.041479,1.522684,0.44316,405.050944,0.00726,0.0,0.3506,0.4168,1.000035,1.6e-05,0.522368,0.015984,0.0308,True
1056,35.2352,0.025747,53388.8047,0.049282,1.726149,0.385672,566.099519,0.010713,0.08553,-0.1736,0.6046,1.000107,0.000112,0.528221,0.023164,0.042228,True
1062,35.4354,0.018443,38242.4688,0.040909,1.346295,0.465132,482.599305,0.010318,0.0,-0.0743,0.3543,1.000079,7.8e-05,0.526604,0.015594,0.036263,True
1068,35.6356,0.025762,53421.0,0.047546,1.698025,0.344184,695.020699,0.017135,0.097292,-0.0138,0.1839,1.00013,9.4e-05,0.53742,0.020382,0.031562,True
1074,35.8358,0.01469,30460.7246,0.024057,0.945069,0.438091,100.354271,0.009872,0.0,0.0878,0.0052,1.000113,9.3e-05,0.53393,0.011408,0.014768,True
1080,36.036,0.020285,42063.8281,0.024603,1.424287,0.334765,158.980548,0.017304,0.0,0.2557,0.0452,1.00008,7.4e-05,0.538536,0.019706,0.018439,True
1086,36.2362,0.010569,21916.7109,0.019224,0.521627,0.529545,23.895091,0.017001,0.0,0.2515,-0.0877,1.000064,6.6e-05,0.538511,0.008932,0.011815,True
1092,36.4364,0.014711,30504.707,0.020305,0.74033,0.418413,54.394457,0.013977,0.0,0.0056,0.0661,1.00008,8.9e-05,0.538232,0.015173,0.012089,True
1098,36.6366,0.011941,24759.8535,0.018568,0.628026,0.492852,38.680928,0.023243,0.0,0.1309,-0.0744,1.000089,2.4e-05,0.543828,0.010388,0.012451,True
1104,36.8368,0.016476,34164.2031,0.021277,0.958135,0.407949,126.022724,0.023286,0.0,0.0234,-0.0801,0.999993,4.9e-05,0.540294,0.017454,0.017063,True
1110,37.037,0.015028,31161.2285,0.022798,0.9738,0.464352,258.43358,0.02712,0.0,0.4189,-0.6767,1.000178,9.3e-05,0.546205,0.014011,0.025887,True
1116,37.2372,0.019855,41170.3828,0.023022,1.33034,0.391929,232.280868,0.020049,0.143356,0.1386,-0.5113,1.000175,0.000162,0.542527,0.020408,0.026816,True
1122,37.4374,0.017902,37121.3281,0.027753,1.130219,0.482417,208.175795,0.044619,0.067118,-2.2888,0.716,1.000044,8.7e-05,0.543076,0.014203,0.023487,True
1128,37.6376,0.021853,45313.5625,0.027962,1.437536,0.40357,254.018538,0.026553,0.306831,-0.2937,0.9956,1.000053,-4e-06,0.538595,0.020892,0.025727,True
1134,37.8378,0.017439,36161.0781,0.026903,1.061442,0.501999,223.378903,0.014958,0.067843,0.7072,0.0881,1.00001,1.5e-05,0.537997,0.012697,0.022062,True
1140,38.038,0.023719,49183.9062,0.033316,1.540317,0.409104,311.437865,0.016339,0.428366,0.7922,0.015,1.000028,5.6e-05,0.543695,0.022372,0.030805,True
1146,38.2382,0.014885,30865.7539,0.029571,0.810206,0.576793,130.271725,0.013831,0.0,0.3904,-0.0685,1.000013,1.7e-05,0.539686,0.011335,0.018477,True
1152,38.4384,0.02001,41493.1797,0.031056,1.278556,0.431238,112.586098,0.009854,0.15129,0.7869,-0.0722,0.999934,2.6e-05,0.538233,0.019872,0.022256,True
1158,38.6386,0.015478,32094.1855,0.028463,0.881727,0.543581,29.389251,0.01102,0.0,-0.0485,-0.1514,1.000078,8.4e-05,0.541676,0.012104,0.015159,True
1164,38.8388,0.025413,52696.9297,0.034168,1.557703,0.430456,156.762627,0.026128,0.391416,-2.0892,-0.1112,1.000101,-1e-06,0.542601,0.020604,0.02181,True
1170,39.039,0.019351,40127.2422,0.030699,1.222419,0.486688,109.538384,0.007177,0.010096,-0.2706,0.0008,1.000003,-3.3e-05,0.543878,0.015753,0.019986,True
1176,39.2392,0.020748,43023.0469,0.031686,1.256654,0.445606,166.786619,0.010113,0.059087,-0.0495,-0.0984,1.000016,1e-05,0.541419,0.018555,0.017699,True
1182,39.4394,0.015463,32065.0762,0.030827,0.796688,0.610442,144.509943,0.012794,0.0,-0.2425,-0.124,1.000063,5.6e-05,0.538509,0.010214,0.017263,True
1188,39.6396,0.02311,47920.0234,0.0313,1.417689,0.422263,69.159637,0.009366,0.189012,0.0544,-0.0805,0.999989,3.1e-05,0.542506,0.021706,0.017974,True
1194,39.8398,0.014016,29063.7812,0.030162,0.699078,0.672781,48.740122,0.016197,0.0,-0.0695,-0.0878,1.00002,5.2e-05,0.542566,0.008658,0.015275,True
1200,40.04,0.022844,47368.3242,0.033432,1.480809,0.416609,149.894745,0.012246,0.188567,0.9799,-0.0247,0.999981,-5.2e-05,0.540683,0.022173,0.029651,True
1206,40.2402,0.015575,32295.668,0.030041,0.761139,0.552279,55.99905,0.011248,0.0,0.0822,-0.0869,1.000047,8.8e-05,0.54156,0.011732,0.018003,True
1212,40.4404,0.021834,45275.4922,0.032863,1.355202,0.452672,38.864486,0.008324,0.137154,-0.2569,-0.0246,0.999985,1.1e-05,0.541659,0.019286,0.020563,True
1218,40.6406,0.01746,36205.4297,0.031608,0.950475,0.554686,60.000245,0.009863,0.0,-0.12,-0.0539,1.000017,2e-06,0.542547,0.012581,0.016731,True
1224,40.8408,0.024792,51409.2031,0.035631,1.520358,0.447393,137.461579,0.008829,0.266109,0.3679,-0.031,1.000034,-4e-06,0.542967,0.019379,0.022084,True
1230,41.041,0.021865,45340.2656,0.037038,1.438709,0.501178,357.528717,0.006052,0.120195,0.36,-0.2393,1.000026,4.4e-05,0.543092,0.01713,0.033535,True
1236,41.2412,0.027901,57854.8516,0.034025,1.506035,0.428159,103.416997,0.008289,0.41121,-0.1137,0.049,1.000004,2.7e-05,0.541433,0.018573,0.015451,True
1242,41.4414,0.014747,30579.9375,0.027119,0.730775,0.526008,39.458681,0.005284,0.0,0.2754,-0.1034,1.000049,3e-06,0.541772,0.00932,0.014258,True
1248,41.6416,0.028083,58232.457,0.034198,1.52145,0.380157,210.745096,0.008466,0.375636,0.2762,-0.0862,1.00002,3.1e-05,0.542837,0.019519,0.017821,True
1254,41.8418,0.017696,36694.0625,0.03046,1.091957,0.509921,246.388263,0.00599,0.0,0.4143,-0.0644,1.000018,-1e-06,0.540818,0.012515,0.02478,True
1260,42.042,0.027788,57620.6172,0.037095,1.592219,0.368522,490.173346,0.007517,0.305833,0.3706,0.1837,1.000021,2.3e-05,0.538634,0.022793,0.033148,True
1266,42.2422,0.013299,27576.4844,0.026546,0.668194,0.587283,79.369529,0.004438,0.0,0.0883,-0.0356,1.000015,1.5e-05,0.534797,0.00901,0.013833,True
1272,42.4424,0.018958,39312.168,0.028371,1.206852,0.409329,61.175157,0.008582,0.0,-0.1531,0.0271,1.000043,2.3e-05,0.540452,0.017523,0.016177,True
1278,42.6426,0.013254,27482.8594,0.027471,0.721223,0.544274,51.983516,0.009936,0.0,-0.1475,-0.0318,1.000009,2e-06,0.541465,0.010393,0.014679,True
1284,42.8428,0.01839,38133.3906,0.027396,1.173101,0.398485,36.830138,0.008727,0.0,0.2045,-0.0735,1.000019,2.1e-05,0.536107,0.016909,0.015131,True
1290,43.043,0.015944,33062.4375,0.029152,0.920604,0.498733,66.849652,0.017584,0.0,0.2946,-0.029,1.00003,1.7e-05,0.536252,0.011319,0.015579,True
1296,43.2432,0.024309,50406.4375,0.040967,1.638651,0.396431,129.420504,0.043389,0.23986,-2.1024,-0.1333,1.000025,5e-05,0.540334,0.018982,0.018809,True
1302,43.4434,0.016872,34986.375,0.030381,1.068793,0.496506,85.025435,0.007821,0.0,-0.5468,-0.029,1.000045,-2.9e-05,0.541103,0.010504,0.018966,True
1308,43.6436,0.020556,42624.8203,0.029627,1.388659,0.376492,75.86826,0.007784,0.056358,0.6879,0.0017,0.999952,-6e-06,0.536916,0.018918,0.018456,True
1314,43.8438,0.013005,26967.7031,0.027089,0.729661,0.509214,57.120549,0.012724,0.0,0.7168,0.0222,1.000006,-3.2e-05,0.539112,0.008841,0.015732,True
1320,44.044,0.020246,41982.3047,0.028239,1.408718,0.350789,116.540079,0.009903,0.110134,0.4255,-0.0248,1.000035,1.9e-05,0.537577,0.020241,0.02339,True
1326,44.2442,0.012712,26360.3789,0.028259,0.675519,0.572381,37.599131,0.015957,0.0,-0.0738,0.0221,0.999963,-6e-06,0.541397,0.008015,0.014548,True
1332,44.4444,0.023309,48334.0391,0.037241,1.545731,0.414154,162.191492,0.01648,0.337711,-0.6954,-0.0241,1.000041,8e-06,0.544619,0.017786,0.021001,True
1338,44.6446,0.017599,36493.4375,0.033248,1.066282,0.524583,89.126572,0.012179,0.0,-0.3436,-0.0285,0.99999,1.3e-05,0.539593,0.010477,0.017143,True
1344,44.8448,0.024072,49916.2305,0.034932,1.5113,0.400296,101.171458,0.012343,0.315831,-0.2829,0.0121,1.000012,-2.7e-05,0.542808,0.017208,0.017384,True
1350,45.045,0.01684,34919.0547,0.029761,1.113395,0.485887,88.270946,0.008619,0.0,-0.339,0.0077,0.999984,-2e-06,0.540686,0.012866,0.018771,True
1356,45.2452,0.022974,47639.3203,0.030973,1.480206,0.356728,280.317495,0.009017,0.212225,-0.3695,-0.0998,1.000057,3.1e-05,0.541957,0.022554,0.025154,True
1362,45.4454,0.013435,27859.6406,0.024978,0.827336,0.534587,128.393611,0.011223,0.0,0.0995,-0.0232,1.000084,-1e-06,0.543719,0.009443,0.015763,True
1368,45.6456,0.020927,43394.5,0.024063,1.378346,0.353346,149.204476,0.012595,0.132729,0.0099,-0.0279,0.999999,2e-05,0.541267,0.022222,0.020797,True
1374,45.8458,0.011569,23990.4258,0.023581,0.692211,0.584131,155.657776,0.024204,0.0,0.1684,0.0038,1.000002,-1.1e-05,0.538189,0.009163,0.016202,True
1380,46.046,0.022303,46246.8438,0.02847,1.48965,0.344698,278.941725,0.018419,0.214181,0.7015,0.0137,0.999996,2e-06,0.541255,0.023177,0.028736,True
1386,46.2462,0.015143,31400.2227,0.029403,0.963315,0.529838,291.482996,0.020491,0.0,0.906,0.0736,1.000003,-1.8e-05,0.533907,0.012831,0.029013,True
1392,46.4464,0.021174,43906.0312,0.031926,1.435174,0.404607,321.049117,0.017003,0.125237,-0.2814,-0.1203,1.000042,1.8e-05,0.535192,0.018705,0.028548,True
1398,46.6466,0.012092,25073.9531,0.025834,0.688935,0.578274,70.20668,0.014701,0.0,-0.102,-0.0339,1.000003,2.9e-05,0.537007,0.00932,0.014514,True
1404,46.8468,0.015866,32900.3125,0.024086,0.887877,0.402247,56.460918,0.013627,0.0,0.0662,-0.0395,1.000036,-4e-06,0.535894,0.016077,0.013816,True
1410,47.047,0.012017,24918.0039,0.021827,0.670912,0.498417,60.451186,0.009278,0.0,0.1641,-0.0148,1.000017,2.8e-05,0.541525,0.010335,0.012703,True
1416,47.2472,0.016945,35137.1328,0.022511,1.061571,0.368114,73.278392,0.011534,0.011638,0.2943,0.0313,0.999988,-4e-05,0.542841,0.01832,0.016244,True
1422,47.4474,0.010741,22272.043,0.021519,0.580074,0.539736,51.61039,0.017737,0.0,0.5394,0.015,0.99999,-1e-05,0.542109,0.00845,0.013747,True
1428,47.6476,0.026386,54713.4141,0.03553,1.613459,0.365809,159.28415,0.040857,0.661812,-1.6375,-0.1153,1.000037,2.4e-05,0.54287,0.017226,0.013913,True
1434,47.8478,0.015267,31657.0586,0.026476,0.9593,0.510802,218.995728,0.011247,0.0,-0.9844,0.0396,0.999997,-9e-06,0.540624,0.012029,0.024399,True
1440,48.048,0.025105,52057.0156,0.024954,1.406807,0.336001,133.955346,0.007731,0.494925,0.0129,0.0704,1.000005,1.6e-05,0.542441,0.019383,0.013122,True
1446,48.2482,0.01274,26418.4531,0.021318,0.660074,0.527297,28.768219,0.010757,0.0,0.0896,-0.1551,1.000072,3.5e-05,0.540554,0.008375,0.011239,True
1452,48.4484,0.017804,36917.4453,0.023884,1.164043,0.387853,78.274695,0.018674,0.057645,0.7778,-0.2822,1.000065,-1.2e-05,0.54598,0.017929,0.019302,True
1458,48.6486,0.012109,25108.3906,0.023338,0.684013,0.533887,58.002184,0.014162,0.0,0.2574,0.0765,0.999962,2.4e-05,0.542829,0.011183,0.017751,True
1464,48.8488,0.0158,32763.5859,0.023928,0.937994,0.413182,57.126218,0.010658,0.0,0.5764,-0.1206,0.999986,-2.8e-05,0.542212,0.017782,0.020293,True
1470,49.049,0.016854,34949.457,0.028312,1.113175,0.439682,166.159614,0.019745,0.022026,1.0125,-0.6672,1.000009,1.7e-05,0.542113,0.016602,0.028767,True
1476,49.2492,0.023062,47821.2188,0.03154,1.536946,0.350574,340.713393,0.017248,0.358581,-1.003,-0.5461,1.000057,0.000125,0.538882,0.020038,0.028319,True
1482,49.4494,0.014948,30996.0879,0.025713,0.936587,0.482216,64.292413,0.016336,0.0,-1.5637,0.0645,1.000003,-9.7e-05,0.53945,0.010663,0.016295,True
1488,49.6496,0.018693,38760.9375,0.027252,1.270859,0.385275,110.686975,0.010655,0.038048,0.651,-0.5725,0.999999,3.3e-05,0.534948,0.015644,0.015443,True
1494,49.8498,0.017251,35771.3125,0.0255,1.104027,0.474361,101.652973,0.018546,0.000737,0.2104,-0.0289,0.999995,6e-06,0.533861,0.010949,0.014218,True
1500,50.05,0.025258,52373.9766,0.036636,1.616537,0.364299,487.857335,0.023371,0.44854,-0.2622,0.6377,1.000012,3e-05,0.537976,0.023011,0.038067,True
1506,50.2502,0.016917,35078.293,0.027876,1.109845,0.462589,194.259717,0.015481,0.0,-0.579,0.7757,1.00002,-2.9e-05,0.534043,0.013283,0.022619,True
1512,50.4504,0.024131,50037.3672,0.039732,1.636132,0.381715,625.574813,0.011153,0.350388,0.1283,0.685,1.000011,1.1e-05,0.529168,0.019175,0.032052,True
1518,50.6506,0.01794,37199.3594,0.029171,1.222856,0.447422,209.118493,0.012144,0.0,0.6169,-0.2968,1.00003,4.9e-05,0.542416,0.013334,0.020373,True
1524,50.8508,0.024931,51696.8516,0.039049,1.659721,0.367917,750.610103,0.009697,0.306296,-0.1903,0.3619,1.000045,1.1e-05,0.536459,0.021857,0.041918,True
1530,51.051,0.018807,38997.3594,0.035468,1.296557,0.491163,559.930191,0.015151,0.0,-0.2857,0.4297,1.000055,1.1e-05,0.541052,0.017077,0.041849,True
1536,51.2512,0.020963,43469.6602,0.029315,1.401596,0.40994,291.488152,0.012179,0.038124,-0.0419,0.3573,1.00006,-6e-06,0.538602,0.021956,0.033627,True
1542,51.4514,0.015433,32001.3105,0.028059,0.920084,0.554386,49.830653,0.012329,0.0,0.1083,0.0837,1.000042,3.2e-05,0.539329,0.012371,0.019163,True
1548,51.6516,0.023324,48364.0195,0.031132,1.468381,0.397166,65.826173,0.020612,0.164314,-0.0724,0.0375,1.000087,1.5e-05,0.540403,0.023897,0.024431,True
1554,51.8518,0.012702,26339.2305,0.03072,0.664231,0.672333,37.986267,0.042439,0.0,-0.0238,-0.0319,1.000026,1.6e-05,0.538027,0.009561,0.018369,True
1560,52.052,0.023337,48392.0859,0.034964,1.495013,0.430177,154.305633,0.016323,0.16451,-0.2691,-0.2608,1.000015,5.4e-05,0.538587,0.022462,0.027943,True
1566,52.2522,0.019354,40131.4453,0.036264,1.214245,0.539135,355.165779,0.01443,0.0,0.1133,-0.3242,1.000038,-9e-06,0.534139,0.01531,0.032081,True
1572,52.4524,0.023127,47956.25,0.036538,1.523246,0.447046,411.87981,0.012437,0.151055,0.2663,-0.3511,1.000054,2.8e-05,0.535443,0.021184,0.035946,True
1578,52.6526,0.015083,31276.2441,0.030209,0.827261,0.590841,81.676132,0.025205,0.0,0.2238,-0.1375,1.000026,1.8e-05,0.535092,0.01306,0.021047,True
1584,52.8528,0.021052,43653.2148,0.03523,1.307017,0.479855,147.125672,0.0156,0.068297,-0.4362,0.2471,1.000084,1.6e-05,0.535584,0.019579,0.028028,True
1590,53.053,0.01911,39625.5859,0.044926,1.333184,0.505876,583.998698,0.012927,0.0,-0.672,0.2658,1.000069,9.4e-05,0.530489,0.017514,0.046958,True
1596,53.2532,0.023557,48848.5859,0.042096,1.61253,0.425205,425.950984,0.018434,0.217535,0.3912,-0.4248,1.000105,4.8e-05,0.535776,0.022004,0.039008,True
1602,53.4534,0.028954,60039.1328,0.075606,1.972411,0.478101,884.891525,0.096662,0.476658,4.9056,-1.8427,0.999947,-0.000156,0.52898,0.016676,0.039151,True
1608,53.6536,0.036243,75154.1719,0.121783,2.246945,0.442645,1207.649783,0.114707,0.72917,9.8643,-2.7768,1.000262,0.000355,0.529684,0.024813,0.074455,True
1614,53.8538,0.017485,36257.1719,0.042223,1.072813,0.634019,133.225866,0.037071,0.0,0.0024,-0.1382,1.000057,3.2e-05,0.520657,0.012866,0.029348,True
1620,54.054,0.029928,62057.9297,0.058073,1.850146,0.42541,653.387423,0.016906,0.316645,0.0461,1.6041,1.000107,7.4e-05,0.522081,0.026334,0.057968,True
1626,54.2542,0.028357,58802.0,0.061103,1.878167,0.473549,717.777966,0.00838,0.212413,-0.1593,2.0453,1.000182,8e-05,0.520753,0.018048,0.041051,True
1632,54.4544,0.027523,57072.4766,0.061612,1.831148,0.436331,811.899674,0.009689,0.133132,0.0919,0.5222,1.000046,8.8e-05,0.515828,0.023736,0.058233,True
1638,54.6546,0.022456,46565.4062,0.043873,1.460608,0.500519,174.1228,0.003459,0.0,-0.0316,-0.1259,1.000157,0.000112,0.528595,0.016885,0.029826,True
1644,54.8548,0.023969,49701.25,0.047085,1.567016,0.471325,211.861248,0.020773,0.0,-0.0405,-0.3133,1.000157,0.000141,0.527825,0.020712,0.034063,True
1650,55.055,0.022089,45804.6719,0.044516,1.421535,0.515115,97.225353,0.007343,0.0,-0.0036,-0.2068,1.000168,7.2e-05,0.522106,0.017397,0.02816,True
1656,55.2552,0.019889,41242.6562,0.039404,1.22546,0.457865,53.436025,0.008299,0.0,-0.0297,-0.1658,1.00014,9.2e-05,0.513209,0.020389,0.02572,True
1662,55.4554,0.016091,33366.6055,0.041966,0.963949,0.60137,97.677918,0.015953,0.0,-0.0415,-0.262,1.000206,0.000189,0.516874,0.011662,0.026771,True
1668,55.6556,0.02163,44851.25,0.043419,1.383537,0.460657,52.328592,0.015203,0.0,0.0229,-0.1584,1.000153,0.000122,0.523146,0.019665,0.023786,True
1674,55.8558,0.0165,34214.2031,0.04178,0.886867,0.602081,51.332132,0.01998,0.0,-0.4379,-0.1796,1.000104,0.000123,0.511471,0.011344,0.023456,True
1680,56.056,0.02455,50906.6406,0.046367,1.604828,0.421222,120.538837,0.014312,0.074709,-0.6884,-0.0702,1.000039,4.6e-05,0.506142,0.020406,0.026634,True
1686,56.2562,0.016045,33270.293,0.043485,0.946592,0.599988,121.068625,0.013636,0.0,-0.6363,-0.0728,1.000027,7.5e-05,0.507163,0.011007,0.025054,True
1692,56.4564,0.020977,43497.7812,0.041372,1.484547,0.398419,129.269284,0.012141,0.0,-0.6925,-0.2026,1.000123,0.000109,0.509698,0.023056,0.035598,True
1698,56.6566,0.015417,31968.6777,0.039343,0.978106,0.538645,136.342677,0.008102,0.0,-0.5155,-0.0989,1.000124,1.4e-05,0.509294,0.013338,0.027519,True
1704,56.8568,0.020831,43194.4922,0.042337,1.393806,0.435406,89.131018,0.012998,0.056555,-1.1387,-0.121,1.00006,0.000114,0.510283,0.02034,0.028372,True
1710,57.057,0.025302,52466.5469,0.051177,1.648607,0.500245,140.06603,0.021641,0.304109,-1.8865,0.0428,1.000036,-1.1e-05,0.508058,0.015297,0.024451,True
1716,57.2572,0.02622,54370.4844,0.043179,1.588641,0.435312,125.924861,0.007453,0.329419,-1.007,-0.0817,1.000043,0.000102,0.502321,0.020724,0.024002,True
1722,57.4574,0.020496,42501.3672,0.04257,1.222056,0.55651,82.468788,0.010661,0.006886,-1.1947,0.0043,1.000048,3.4e-05,0.508069,0.011384,0.022252,True
1728,57.6576,0.027243,56491.8516,0.04468,1.639187,0.442667,235.015845,0.013943,0.309981,-0.5426,0.0467,1.000133,6e-05,0.515984,0.021311,0.027671,True
1734,57.8578,0.018056,37441.8672,0.037764,1.051081,0.565524,137.265061,0.043168,0.0,0.2063,-0.186,1.000102,8.3e-05,0.517711,0.012017,0.023526,True
1740,58.058,0.024197,50173.9766,0.042474,1.519162,0.480236,152.33551,0.019869,0.1247,-0.2518,-0.0133,1.000123,1.5e-05,0.511047,0.020502,0.02594,True
1746,58.2582,0.017288,35849.0312,0.041627,0.900978,0.716052,79.385422,0.021328,0.0,-0.0891,-0.0985,1.000048,5.4e-05,0.512952,0.010297,0.023188,True
1752,58.4584,0.026002,53917.7344,0.048328,1.508081,0.549368,278.467928,0.017027,0.203639,-0.3426,0.3976,1.000015,1e-06,0.510186,0.018084,0.029676,True
1758,58.6586,0.020632,42781.7773,0.042928,0.992422,0.655798,75.485729,0.019387,0.0,0.0851,-0.1047,1.000072,5e-05,0.516294,0.012606,0.025137,True
1764,58.8588,0.024955,51746.5781,0.044711,1.337893,0.573068,149.146797,0.01658,0.102894,-0.0506,-0.3374,1.000045,1.6e-05,0.513254,0.019075,0.030226,True
1770,59.059,0.019072,39546.8906,0.043405,0.89952,0.673228,50.687924,0.026792,0.0,-0.1159,-0.0296,1.000023,3.8e-05,0.507371,0.013524,0.02617,True
1776,59.2592,0.023861,49478.8203,0.046295,1.319659,0.551645,90.146957,0.026778,0.064469,0.3064,-0.875,0.999974,7e-05,0.516425,0.02041,0.03378,True
1782,59.4594,0.019103,39611.4883,0.046915,1.024175,0.681772,214.960052,0.023765,0.0,-0.0065,-0.5779,1.000094,1e-05,0.507034,0.013878,0.036543,True
1788,59.6596,0.025415,52699.6328,0.044647,1.504209,0.513647,125.501028,0.011131,0.153064,-0.3155,-0.122,1.000037,5.4e-05,0.518768,0.020466,0.026851,True
1794,59.8598,0.020302,42098.5234,0.046301,1.084893,0.64237,174.386093,0.019535,0.0,-0.8481,0.346,0.999947,2.7e-05,0.521857,0.013939,0.026786,True
1800,60.06,0.025824,53549.2188,0.048105,1.525749,0.534526,135.910526,0.015513,0.169441,-2.4234,0.5181,1.000079,7.2e-05,0.527804,0.020196,0.029405,True
1806,60.2602,0.020112,41703.375,0.043396,0.988126,0.646093,22.285489,0.006893,0.0,-2.26,0.1663,1.000012,5e-06,0.520729,0.013498,0.024059,True
1812,60.4604,0.02341,48543.8242,0.043718,1.225621,0.564218,72.146614,0.009427,0.039184,-0.9376,-0.1993,1.000049,-1e-06,0.520856,0.018472,0.024988,True
1818,60.6606,0.018971,39338.3594,0.043662,0.831926,0.673942,47.738895,0.010889,0.0,-0.7595,0.0514,0.999984,3.8e-05,0.529308,0.012131,0.023707,True
1824,60.8608,0.02259,46843.125,0.046235,1.113784,0.577,43.491893,0.010404,0.022069,0.1957,0.0957,1.000013,1.3e-05,0.523992,0.017803,0.023283,True
1830,61.061,0.018892,39175.2344,0.043982,0.897136,0.666274,43.9486,0.016032,0.0,0.2545,0.203,1.000046,9.4e-05,0.5221,0.013686,0.024116,True
1836,61.2612,0.023331,48379.1172,0.046873,1.147698,0.588844,94.988574,0.018723,0.067874,0.2213,0.2389,0.999997,1e-05,0.521946,0.01855,0.028161,True
1842,61.4614,0.019344,40111.7188,0.045701,0.900997,0.691893,32.159714,0.02445,0.0,0.3426,0.0417,1.000037,3.1e-05,0.517659,0.011273,0.024854,True
1848,61.6616,0.026247,54426.2812,0.047848,1.498147,0.538624,47.05885,0.019108,0.202945,0.3349,-0.0291,1.000059,5.9e-05,0.523209,0.018845,0.025414,True
1854,61.8618,0.020864,43262.8555,0.047539,1.108541,0.647448,156.231611,0.017322,0.0,0.8003,-0.4263,1.000019,5.7e-05,0.530625,0.012999,0.028666,True
1860,62.062,0.025895,53696.0234,0.045552,1.574047,0.493905,95.730184,0.016144,0.179269,0.155,0.1355,1.000004,2e-05,0.527261,0.023323,0.030856,True
1866,62.2622,0.021146,43848.7578,0.049227,1.171634,0.642999,196.178136,0.038607,0.0,0.5214,-0.2787,1.00001,8.9e-05,0.527963,0.015945,0.036266,True
1872,62.4624,0.024275,50337.4453,0.051446,1.42523,0.547365,315.31992,0.01863,0.099971,0.5011,-0.2984,1.00003,-7.5e-05,0.524675,0.021378,0.041693,True
1878,62.6626,0.020496,42499.8125,0.048614,1.0779,0.658969,110.538608,0.018333,0.0,-0.3229,0.3684,0.999965,5.3e-05,0.527811,0.015315,0.032627,True
1884,62.8628,0.026422,54788.4062,0.055159,1.522523,0.56726,331.925411,0.017164,0.184408,-0.1836,0.3061,1.000062,-3.3e-05,0.524325,0.023319,0.046279,True
1890,63.063,0.023681,49105.3438,0.054168,1.13508,0.697132,43.329978,0.022483,0.043627,-0.0453,0.2173,1.00001,-1.5e-05,0.522895,0.015504,0.028722,True
