video_name,frame_idx,timestamp_sec,blob_id_in_frame,merge_stage,source_raw_blob_ids,grid_row,grid_col,num_grid_cells,mean_flow_magnitude,flow_direction_coherence,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area_ratio,motion_energy,mean_motion,max_motion,motion_density,center_x,center_y,aspect_ratio,scale_score,local_peak_score,spatial_novelty_score,small_blob_flag,edge_density,centroid_displacement,temporal_position_stability,texture_flicker_score,object_motion_score,global_motion_score,camera_motion_flag,blob_importance,rank_by_motion_energy,rank_by_importance,persistence_track_id,persistence_frames,selection_criterion
VIRAT_S_050201_06_001168_001240,948,31.6316,0,merged,"0,1,2",9,10,342,0.6248,0.8805,0,0,1920,1080,1920,1080,1.0,222981.4844,0.107534,1.0,0.107534,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.057922,0.0,0.0,0.0,0.508175,0.551965,False,0.3,1,1,154,7,importance
VIRAT_S_050201_06_001168_001240,960,32.032,0,merged,0,9,9,321,0.962,0.9707,0,0,1920,1080,1920,1080,1.0,138864.8438,0.066968,1.0,0.066968,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.059689,0.0,0.0,0.0,0.539745,0.552117,False,0.3,1,1,154,7,importance
VIRAT_S_050201_06_001168_001240,966,32.2322,0,merged,0,19,15,1,15.0045,0.8819,1440,1026,1536,1080,96,54,0.0025,2019.4149,0.389548,1.0,0.389548,1488.0,1053.0,1.7778,19.996001,33.263829,1.0,True,0.131752,0.0,0.0,0.0,0.508665,0.551306,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,972,32.4324,0,merged,0,19,15,3,26.506,0.8946,1344,972,1536,1080,192,108,0.01,4865.5127,0.234641,1.0,0.234641,1440.0,1026.0,1.7778,9.9995,16.992778,0.5,False,0.062162,0.0,0.0,0.0,0.51311,0.550701,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,978,32.6326,0,merged,0,18,15,5,29.4608,0.9571,1344,918,1536,1080,192,162,0.015,8211.3877,0.263998,1.0,0.263998,1440.0,999.0,1.1852,8.164694,26.643757,0.245131,False,0.064075,0.0,0.0,0.0,0.534985,0.542778,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,984,32.8328,0,merged,0,18,14,6,31.6164,0.8916,1344,918,1536,1080,192,162,0.015,9918.5303,0.318883,1.0,0.318883,1440.0,999.0,1.1852,8.164694,24.444093,0.0,False,0.05472,0.0,0.0,0.0,0.51206,0.537648,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,990,33.033,0,merged,0,18,14,8,28.3062,0.9202,1344,864,1536,1080,192,216,0.02,11896.3984,0.286854,1.0,0.286854,1440.0,972.0,0.8889,7.070891,24.794565,0.245131,False,0.053265,0.0,0.0,0.0,0.52207,0.536052,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,996,33.2332,0,merged,0,17,14,9,27.8847,0.8827,1344,756,1536,1080,192,324,0.03,14060.4395,0.226023,1.0,0.226023,1440.0,918.0,0.5926,5.773406,14.002085,0.490261,False,0.043901,0.0,0.0,0.0,0.508945,0.540092,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1002,33.4334,0,merged,0,16,14,10,25.1801,0.8651,1248,756,1536,1026,288,270,0.0375,13886.2578,0.178578,1.0,0.178578,1392.0,891.0,1.0667,5.163909,13.555339,0.5,False,0.034491,0.0,0.0,0.0,0.502785,0.534995,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1008,33.6336,0,merged,0,15,14,8,25.028,0.8629,1248,756,1536,972,288,216,0.03,11760.8105,0.189056,1.0,0.189056,1392.0,864.0,1.3333,5.773406,13.63067,0.245131,False,0.03932,0.0,0.0,0.0,0.502015,0.535766,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1014,33.8338,0,merged,0,15,13,7,26.2566,0.9597,1248,702,1440,918,192,216,0.02,10999.2188,0.26522,1.0,0.26522,1344.0,810.0,0.8889,7.070891,27.474676,0.655947,False,0.047791,0.0,0.0,0.0,0.535895,0.538167,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1020,34.034,0,merged,0,14,13,5,26.9297,0.8571,1248,702,1440,864,192,162,0.015,8686.6846,0.279279,1.0,0.279279,1344.0,783.0,1.1852,8.164694,20.580517,0.245131,False,0.06041,0.0,0.0,0.0,0.499985,0.535028,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1026,34.2342,0,merged,0,14,13,4,27.5344,0.9634,1248,648,1344,864,96,216,0.01,7212.9346,0.347846,1.0,0.347846,1296.0,756.0,0.4444,9.9995,34.861796,0.5,False,0.06602,0.0,0.0,0.0,0.53719,0.537658,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1032,34.4344,0,merged,0,13,13,5,21.7218,0.8092,1152,648,1344,864,192,216,0.02,8953.8447,0.215901,1.0,0.215901,1248.0,756.0,0.8889,7.070891,14.479806,0.435788,False,0.038628,0.0,0.0,0.0,0.48322,0.536589,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1038,34.6346,0,merged,0,12,13,7,17.7358,0.8488,1152,594,1344,810,192,216,0.02,8778.6045,0.211675,1.0,0.211675,1248.0,702.0,0.8889,7.070891,21.614188,0.490261,False,0.043668,0.0,0.0,0.0,0.49708,0.537367,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1044,34.8348,0,merged,0,12,12,5,19.6757,0.8574,1152,540,1344,756,192,216,0.02,8378.7812,0.202035,1.0,0.202035,1248.0,648.0,0.8889,7.070891,15.523679,0.490261,False,0.042173,0.0,0.0,0.0,0.50009,0.539189,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1050,35.035,0,merged,0,11,12,3,27.6035,0.9939,1152,540,1248,702,96,162,0.0075,6346.2705,0.408068,1.0,0.408068,1200.0,621.0,0.5926,11.546236,40.421601,0.5,False,0.076582,0.0,0.0,0.0,0.547865,0.538585,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1056,35.2352,0,merged,0,10,12,4,18.9167,0.8607,1152,486,1248,702,96,216,0.01,5935.2275,0.286228,1.0,0.286228,1200.0,594.0,0.4444,9.9995,21.176863,0.245131,False,0.04591,0.0,0.0,0.0,0.501245,0.53905,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1062,35.4354,0,merged,0,10,12,5,14.8892,0.8301,1056,486,1248,648,192,162,0.015,6456.5396,0.207579,1.0,0.207579,1152.0,567.0,1.1852,8.164694,19.111315,0.5,False,0.036201,0.0,0.0,0.0,0.490535,0.537271,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1068,35.6356,0,merged,0,10,12,4,16.9939,0.8893,1056,486,1248,594,192,108,0.01,5302.2754,0.255704,1.0,0.255704,1152.0,540.0,1.7778,9.9995,15.67412,0.245131,False,0.044078,0.0,0.0,0.0,0.511255,0.54052,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1074,35.8358,0,merged,0,9,11,5,17.0521,0.949,1056,432,1248,594,192,162,0.015,7301.2158,0.234736,1.0,0.234736,1152.0,513.0,1.1852,8.164694,21.700184,0.245131,False,0.052823,0.0,0.0,0.0,0.53215,0.540638,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1080,36.036,0,merged,0,9,11,3,20.0718,0.8846,1056,432,1152,594,96,162,0.0075,5482.3335,0.352516,1.0,0.352516,1104.0,513.0,0.5926,11.546236,25.397869,0.435788,False,0.068158,0.0,0.0,0.0,0.50961,0.536835,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1086,36.2362,0,merged,0,8,11,3,19.9349,0.952,1056,378,1152,540,96,162,0.0075,5584.937,0.359114,1.0,0.359114,1104.0,459.0,0.5926,11.546236,35.108778,0.490261,False,0.07716,0.0,0.0,0.0,0.5332,0.539888,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1092,36.4364,0,merged,0,8,11,4,14.9304,0.7935,960,378,1152,540,192,162,0.015,6193.2632,0.199115,1.0,0.199115,1056.0,459.0,1.1852,8.164694,13.958477,0.435788,False,0.071631,0.0,0.0,0.0,0.477725,0.541444,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1098,36.6366,0,merged,0,8,10,4,12.0485,0.6242,960,378,1152,486,192,108,0.01,4955.374,0.238974,1.0,0.238974,1056.0,432.0,1.7778,9.9995,23.840312,0.245131,False,0.06766,0.0,0.0,0.0,0.41847,0.539074,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1104,36.8368,0,merged,0,7,10,4,9.786,0.5107,960,324,1152,486,192,162,0.015,5470.875,0.17589,1.0,0.17589,1056.0,405.0,1.1852,8.164694,11.937194,0.245131,False,0.063882,0.0,0.0,0.0,0.378745,0.543637,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1110,37.037,0,merged,0,6,10,4,10.6301,0.6195,960,324,1152,432,192,108,0.01,4734.9883,0.228346,1.0,0.228346,1056.0,378.0,1.7778,9.9995,18.352789,0.245131,False,0.073399,0.0,0.0,0.0,0.416825,0.540695,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1116,37.2372,0,merged,0,6,10,5,9.2218,0.568,960,270,1152,432,192,162,0.015,5329.6475,0.171349,1.0,0.171349,1056.0,351.0,1.1852,8.164694,13.074643,0.245131,False,0.051987,0.0,0.0,0.0,0.3988,0.540469,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1122,37.4374,0,merged,0,6,10,3,12.0256,0.8568,960,270,1056,432,96,162,0.0075,4185.2393,0.269113,1.0,0.269113,1008.0,351.0,0.5926,11.546236,27.99123,0.435788,False,0.077739,0.0,0.0,0.0,0.49988,0.542685,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1128,37.6376,0,merged,0,6,10,2,15.3359,0.953,960,270,1056,378,96,108,0.005,3588.6902,0.346131,1.0,0.346131,1008.0,324.0,0.8889,14.140722,19.016684,0.245131,False,0.072049,0.0,0.0,0.0,0.53355,0.544316,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1134,37.8378,0,merged,0,6,10,2,13.3423,0.9702,960,270,1056,378,96,108,0.005,3516.4634,0.339165,1.0,0.339165,1008.0,324.0,0.8889,14.140722,33.703064,0.0,False,0.060764,0.0,0.0,0.0,0.53957,0.540272,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1140,38.038,0,merged,0,6,10,2,11.2724,0.7501,960,270,1056,378,96,108,0.005,3025.156,0.291778,1.0,0.291778,1008.0,324.0,0.8889,14.140722,20.255633,0.0,False,0.055363,0.0,0.0,0.0,0.462535,0.543119,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1146,38.2382,0,merged,0,5,10,3,8.9318,0.8749,960,216,1056,378,96,162,0.0075,3025.7515,0.194557,1.0,0.194557,1008.0,297.0,0.5926,11.546236,24.662982,0.245131,False,0.061214,0.0,0.0,0.0,0.506215,0.540645,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1152,38.4384,0,merged,0,4,10,2,5.5359,0.6695,864,216,1056,270,192,54,0.005,1616.9138,0.155952,1.0,0.155952,960.0,243.0,3.5556,14.140722,12.017118,0.655947,False,0.115548,0.0,0.0,0.0,0.434325,0.539068,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1158,38.6386,0,merged,0,4,10,3,5.7982,0.6629,864,216,1056,324,192,108,0.01,2744.6787,0.132363,1.0,0.132363,960.0,270.0,1.7778,9.9995,19.330465,0.245131,False,0.074942,0.0,0.0,0.0,0.432015,0.541248,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1170,39.039,0,merged,0,3,9,1,6.4578,0.4649,864,162,960,216,96,54,0.0025,989.876,0.190948,1.0,0.190948,912.0,189.0,1.7778,19.996001,16.477506,0.655947,True,0.054591,0.0,0.0,0.0,0.362715,0.540386,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1176,39.2392,0,merged,0,3,9,1,7.9806,0.5326,864,162,960,216,96,54,0.0025,1383.4993,0.266879,1.0,0.266879,912.0,189.0,1.7778,19.996001,17.126372,0.0,True,0.080054,0.0,0.0,0.0,0.38641,0.541618,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1182,39.4394,0,merged,0,3,9,1,10.3812,0.693,864,162,960,216,96,54,0.0025,1650.355,0.318356,1.0,0.318356,912.0,189.0,1.7778,19.996001,24.302452,0.0,True,0.103974,0.0,0.0,0.0,0.44255,0.541618,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1188,39.6396,0,merged,0,3,9,1,11.0803,0.8064,864,162,960,216,96,54,0.0025,1842.4086,0.355403,1.0,0.355403,912.0,189.0,1.7778,19.996001,24.144563,0.0,True,0.098573,0.0,0.0,0.0,0.48224,0.543146,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1194,39.8398,0,merged,0,3,9,1,12.0967,0.9656,864,162,960,216,96,54,0.0025,1718.5345,0.331507,1.0,0.331507,912.0,189.0,1.7778,19.996001,22.984979,0.0,True,0.06385,0.0,0.0,0.0,0.53796,0.542856,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1200,40.04,0,merged,0,3,8,2,7.3054,0.8669,768,162,960,216,192,54,0.005,2128.0015,0.205247,0.972948,0.205247,864.0,189.0,3.5556,14.140722,10.467184,0.435788,False,0.088059,0.0,0.0,0.0,0.503415,0.543718,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1218,40.6406,0,merged,0,2,8,2,7.942,0.9609,768,108,864,216,96,108,0.005,2482.6375,0.239452,1.0,0.239452,816.0,162.0,0.8889,14.140722,27.438879,0.5,False,0.139853,0.0,0.0,0.0,0.536315,0.544064,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1224,40.8408,0,merged,0,2,8,2,7.7295,0.741,768,108,864,216,96,108,0.005,2522.6514,0.243311,1.0,0.243311,816.0,162.0,0.8889,14.140722,18.286914,0.0,False,0.133391,0.0,0.0,0.0,0.45935,0.541316,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1230,41.041,0,merged,0,2,8,1,10.2054,0.9762,768,108,864,162,96,54,0.0025,1600.6807,0.308773,1.0,0.308773,816.0,135.0,1.7778,19.996001,33.183597,0.245131,True,0.146991,0.0,0.0,0.0,0.54167,0.542787,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1236,41.2412,0,merged,0,2,8,1,7.9551,0.5477,768,108,864,162,96,54,0.0025,1334.6448,0.257455,1.0,0.257455,816.0,135.0,1.7778,19.996001,19.331052,0.0,True,0.136574,0.0,0.0,0.0,0.391695,0.541537,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1242,41.4414,0,merged,0,2,8,1,5.8367,0.73,768,108,864,162,96,54,0.0025,971.6412,0.187431,0.960254,0.187431,816.0,135.0,1.7778,19.996001,19.788601,0.0,True,0.107832,0.0,0.0,0.0,0.4555,0.542377,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1260,42.042,0,merged,0,1,7,1,8.3403,0.4973,672,54,768,108,96,54,0.0025,1451.9708,0.280087,1.0,0.280087,720.0,81.0,1.7778,19.996001,16.413063,1.0,True,0.082755,0.0,0.0,0.0,0.374055,0.543848,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1266,42.2422,0,merged,0,1,7,1,11.3098,0.9875,672,54,768,108,96,54,0.0025,1636.2168,0.315628,1.0,0.315628,720.0,81.0,1.7778,19.996001,25.786812,0.0,True,0.081404,0.0,0.0,0.0,0.545625,0.545431,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1272,42.4424,0,merged,0,1,7,1,10.9994,0.9914,672,54,768,108,96,54,0.0025,1725.6877,0.332887,1.0,0.332887,720.0,81.0,1.7778,19.996001,18.958973,0.0,True,0.079282,0.0,0.0,0.0,0.54699,0.545714,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1278,42.6426,0,merged,0,1,7,1,9.3808,0.9631,672,54,768,108,96,54,0.0025,1537.9211,0.296667,1.0,0.296667,720.0,81.0,1.7778,19.996001,37.242977,0.0,True,0.066744,0.0,0.0,0.0,0.537085,0.543656,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1284,42.8428,0,merged,0,0,7,2,5.4633,0.6916,672,0,768,108,96,108,0.005,1795.6342,0.17319,1.0,0.17319,720.0,54.0,0.8889,14.140722,12.600698,0.245131,False,0.0489,0.0,0.0,0.0,0.44206,0.5446,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1290,43.043,0,merged,0,1,6,2,4.351,0.6059,576,54,768,108,192,54,0.005,1445.6272,0.139432,1.0,0.139432,672.0,81.0,3.5556,14.140722,18.295761,0.435788,False,0.053434,0.0,0.0,0.0,0.412065,0.543498,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1296,43.2432,0,merged,0,0,6,1,4.7227,0.7904,576,0,672,54,96,54,0.0025,851.478,0.164251,0.980096,0.164251,624.0,27.0,1.7778,19.996001,11.13057,0.655947,True,0.040895,0.0,0.0,0.0,0.47664,0.545289,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1302,43.4434,0,merged,0,0,6,1,6.7205,0.9394,576,0,672,54,96,54,0.0025,1183.7966,0.228356,1.0,0.228356,624.0,27.0,1.7778,19.996001,20.966031,0.0,True,0.055748,0.0,0.0,0.0,0.52879,0.544915,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1308,43.6436,0,merged,0,0,6,1,8.5145,0.7767,576,0,672,54,96,54,0.0025,1511.9257,0.291652,1.0,0.291652,624.0,27.0,1.7778,19.996001,19.017066,0.0,True,0.068094,0.0,0.0,0.0,0.471845,0.543847,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1314,43.8438,0,merged,0,0,6,2,7.185,0.833,576,0,672,108,96,108,0.005,2395.7124,0.231068,1.0,0.231068,624.0,54.0,0.8889,14.140722,25.810397,0.245131,False,0.071277,0.0,0.0,0.0,0.49155,0.543673,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1320,44.044,0,merged,0,0,6,2,6.6627,0.7608,576,0,672,108,96,108,0.005,2302.1223,0.222041,1.0,0.222041,624.0,54.0,0.8889,14.140722,14.434975,0.0,False,0.074074,0.0,0.0,0.0,0.46628,0.543609,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1326,44.2442,0,merged,0,0,6,2,6.0988,0.897,576,0,672,108,96,108,0.005,2133.1914,0.205748,1.0,0.205748,624.0,54.0,0.8889,14.140722,20.675356,0.0,False,0.059317,0.0,0.0,0.0,0.51395,0.545002,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1332,44.4444,0,merged,0,0,6,2,5.4987,0.6739,480,0,672,54,192,54,0.005,2154.522,0.207805,1.0,0.207805,576.0,27.0,3.5556,14.140722,11.145939,0.435788,False,0.043306,0.0,0.0,0.0,0.435865,0.543827,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1338,44.6446,0,merged,0,0,6,2,4.982,0.7249,480,0,672,54,192,54,0.005,2141.29,0.206529,1.0,0.206529,576.0,27.0,3.5556,14.140722,16.394695,0.0,False,0.035301,0.0,0.0,0.0,0.453715,0.545542,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1350,45.045,0,merged,0,0,5,2,4.9096,0.8956,480,0,576,108,96,108,0.005,2161.7798,0.208505,1.0,0.208505,528.0,54.0,0.8889,14.140722,16.2413,0.5,False,0.058738,0.0,0.0,0.0,0.51346,0.546003,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1356,45.2452,0,merged,0,0,5,2,5.3147,0.9033,480,0,576,108,96,108,0.005,2538.0293,0.244794,1.0,0.244794,528.0,54.0,0.8889,14.140722,11.688474,0.0,False,0.061921,0.0,0.0,0.0,0.516155,0.547112,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1362,45.4454,0,merged,0,0,5,1,8.0391,0.9139,480,0,576,54,96,54,0.0025,2132.1118,0.411287,1.0,0.411287,528.0,27.0,1.7778,19.996001,23.433232,0.245131,True,0.079668,0.0,0.0,0.0,0.519865,0.548683,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1368,45.6456,0,merged,0,0,5,1,7.1928,0.8173,480,0,576,54,96,54,0.0025,2051.3447,0.395707,1.0,0.395707,528.0,27.0,1.7778,19.996001,16.724844,0.0,True,0.059414,0.0,0.0,0.0,0.486055,0.549808,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1374,45.8458,0,merged,0,0,5,1,7.7647,0.9771,480,0,576,54,96,54,0.0025,1891.066,0.364789,1.0,0.364789,528.0,27.0,1.7778,19.996001,21.660332,0.0,True,0.053241,0.0,0.0,0.0,0.541985,0.550971,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1380,46.046,0,merged,0,0,5,1,6.6385,0.7388,480,0,576,54,96,54,0.0025,1655.7766,0.319401,1.0,0.319401,528.0,27.0,1.7778,19.996001,13.668027,0.0,True,0.030093,0.0,0.0,0.0,0.45858,0.549023,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1386,46.2462,0,merged,0,0,5,1,5.5078,0.9592,480,0,576,54,96,54,0.0025,1394.4341,0.268988,1.0,0.268988,528.0,27.0,1.7778,19.996001,15.131349,0.0,True,0.031443,0.0,0.0,0.0,0.53572,0.551117,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1392,46.4464,0,merged,1,0,4,2,3.1569,0.8593,384,0,576,54,192,54,0.005,1631.8206,0.15739,1.0,0.15739,480.0,27.0,3.5556,14.140722,5.659623,0.435788,False,0.032407,0.0,0.0,0.0,0.500755,0.550881,False,0.52,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1392,46.4464,1,merged,0,0,12,2,0.902,0.6132,1152,0,1248,108,96,108,0.005,758.6674,0.073174,0.297084,0.073174,1200.0,54.0,0.8889,14.140722,2.631277,1.0,False,0.080922,0.0,0.0,0.0,0.41462,0.550881,False,0.08,2,2,167,24,importance
VIRAT_S_050201_06_001168_001240,1398,46.6466,0,merged,0,0,5,1,3.4939,0.9462,480,0,576,54,96,54,0.0025,1000.4083,0.19298,1.0,0.19298,528.0,27.0,1.7778,19.996001,12.020857,0.0,True,0.023341,0.0,0.0,0.0,0.53117,0.550319,True,0.3,1,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1404,46.8468,1,merged,0,1,12,3,0.8671,0.6213,1152,0,1248,162,96,162,0.0075,1105.0142,0.071053,0.22136,0.071053,1200.0,81.0,0.5926,11.546236,2.537179,0.245131,False,0.031957,0.0,0.0,0.0,0.417455,0.550175,False,0.345,2,1,167,24,importance
VIRAT_S_050201_06_001168_001240,1404,46.8468,0,merged,"1,2",2,16,10,0.7933,0.959,1440,0,1728,324,288,324,0.045,5106.9019,0.054729,0.24929,0.054729,1584.0,162.0,0.8889,4.713993,1.954292,1.0,False,0.031914,0.0,0.0,0.0,0.53565,0.550175,False,0.255,1,2,168,6,importance
VIRAT_S_050201_06_001168_001240,1410,47.047,0,merged,1,0,4,1,1.1186,0.5706,384,0,480,54,96,54,0.0025,478.447,0.092293,0.908489,0.092293,432.0,27.0,1.7778,19.996001,3.15815,0.435788,True,0.021412,0.0,0.0,0.0,0.39971,0.551297,False,0.775,2,1,165,69,importance
VIRAT_S_050201_06_001168_001240,1410,47.047,1,merged,0,0,12,2,0.7223,0.5418,1152,0,1248,108,96,108,0.005,905.6525,0.087351,0.303218,0.087351,1200.0,54.0,0.8889,14.140722,2.989032,0.0,False,0.055748,0.0,0.0,0.0,0.38963,0.551297,False,0.0,1,2,167,24,importance
VIRAT_S_050201_06_001168_001240,1416,47.2472,3,merged,"5,6",5,16,3,0.7026,0.8027,1440,216,1632,378,192,162,0.015,2155.125,0.069288,0.329133,0.069288,1536.0,297.0,1.1852,8.164694,1.870006,1.0,False,0.034594,0.0,0.0,0.0,0.480945,0.550565,False,0.435614,2,1,168,6,importance
VIRAT_S_050201_06_001168_001240,1416,47.2472,1,merged,7,13,14,1,0.6786,0.7962,1344,702,1440,756,96,54,0.0025,302.9378,0.058437,0.12949,0.058437,1392.0,729.0,1.7778,19.996001,1.577158,1.0,True,0.001929,0.0,0.0,0.0,0.47867,0.550565,False,0.420916,4,2,172,2,importance
VIRAT_S_050201_06_001168_001240,1416,47.2472,4,merged,"1,2",0,14,7,0.7578,0.7616,1056,0,1632,108,576,108,0.03,4435.4941,0.071301,0.48078,0.071301,1344.0,54.0,5.3333,5.773406,1.924343,1.0,False,0.03948,0.0,0.0,0.0,0.46656,0.550565,False,0.408642,1,3,167,24,importance
VIRAT_S_050201_06_001168_001240,1416,47.2472,0,merged,0,0,4,2,0.9591,0.5337,384,0,576,54,192,54,0.005,835.0814,0.080544,1.0,0.080544,480.0,27.0,3.5556,14.140722,2.173805,0.0,False,0.025945,0.0,0.0,0.0,0.386795,0.550565,False,0.283247,3,4,165,69,importance
VIRAT_S_050201_06_001168_001240,1416,47.2472,2,merged,8,16,13,1,0.695,0.9165,1248,864,1344,918,96,54,0.0025,263.6381,0.050856,0.121217,0.050856,1296.0,891.0,1.7778,19.996001,1.372555,0.0,True,0.0,0.0,0.0,0.0,0.520775,0.550565,False,0.225,5,5,174,3,importance
VIRAT_S_050201_06_001168_001240,1422,47.4474,3,merged,0,1,12,3,0.9597,0.8319,1152,0,1248,162,96,162,0.0075,1941.2952,0.124826,0.391766,0.124826,1200.0,81.0,0.5926,11.546236,4.318414,0.0,False,0.036908,0.0,0.0,0.0,0.491165,0.550212,False,0.352062,2,1,167,24,importance
VIRAT_S_050201_06_001168_001240,1422,47.4474,2,merged,"1,3",2,16,8,0.6655,0.929,1440,0,1728,324,288,324,0.045,6404.0381,0.06863,0.416579,0.06863,1584.0,162.0,0.8889,4.713993,2.374299,0.0,False,0.031904,0.0,0.0,0.0,0.52515,0.550212,False,0.201418,1,2,168,6,importance
VIRAT_S_050201_06_001168_001240,1422,47.4474,1,merged,4,16,13,1,0.5774,0.8529,1248,864,1344,918,96,54,0.0025,327.8419,0.063241,0.134335,0.063241,1296.0,891.0,1.7778,19.996001,2.187855,0.0,True,0.0,0.0,0.0,0.0,0.498515,0.550212,False,0.123496,3,3,174,3,importance
VIRAT_S_050201_06_001168_001240,1422,47.4474,0,merged,2,13,14,1,0.5326,0.8384,1344,702,1440,756,96,54,0.0025,323.9749,0.062495,0.126607,0.062495,1392.0,729.0,1.7778,19.996001,2.162048,0.0,True,0.002508,0.0,0.0,0.0,0.49344,0.550212,False,0.081735,4,4,172,2,importance
VIRAT_S_050201_06_001168_001240,1428,47.6476,2,merged,2,1,12,4,0.9343,0.6831,1056,0,1248,162,192,162,0.015,4361.1465,0.140212,0.576217,0.140212,1152.0,81.0,1.1852,8.164694,2.345726,0.435788,False,0.027746,0.0,0.0,0.0,0.439085,0.550098,False,0.413479,2,1,167,24,importance
VIRAT_S_050201_06_001168_001240,1428,47.6476,0,merged,3,16,13,1,0.585,0.8501,1248,864,1344,918,96,54,0.0025,556.2974,0.10731,0.229319,0.10731,1296.0,891.0,1.7778,19.996001,1.795291,0.0,True,0.0,0.0,0.0,0.0,0.497535,0.550098,False,0.264668,3,2,174,3,importance
