frame_idx,timestamp_sec,motion_magnitude_mean,motion_magnitude_sum,motion_area_ratio,motion_entropy,motion_concentration,small_motion_energy,new_motion_region_score,scene_change_score,global_motion_dx,global_motion_dy,global_motion_scale,global_motion_rotation,global_motion_score,residual_motion_mean,residual_motion_area_ratio,camera_motion_flag,global_flow_method,original_motion_mean,global_motion_mean,flow_direction_coherence,background_jitter_flag,background_jitter_score,jitter_suppression_applied
714,23.8238,0.028931,59991.7266,0.074701,2.032383,0.325912,786.515374,0.015985,0.216592,0.1849,0.0059,0.999983,2e-05,0.550351,0.028931,0.074701,True,affine,0.026171,0.500644,0.242871,False,0.502276,False
720,24.024,0.043393,89979.7969,0.224052,2.384886,0.275633,2585.305294,0.020614,0.737879,0.0682,-0.0454,1.000026,-2.1e-05,0.550199,0.043393,0.224052,False,affine,0.049108,0.499844,0.622093,False,0.745277,False
726,24.2242,0.03187,66084.7344,0.10096,2.187636,0.336218,874.474276,0.002637,0.193818,0.0387,-0.0004,1.000038,-2.2e-05,0.550152,0.03187,0.10096,False,affine,0.029781,0.517605,0.182508,False,0.503248,False
732,24.4244,0.057852,119962.2812,0.383034,2.949281,0.303876,1945.91943,0.073644,1.072885,1.4339,0.0373,1.000013,-7e-06,0.552375,0.057852,0.383034,False,affine,0.16174,0.500349,0.97568,False,0.697289,False
738,24.6246,0.036785,76278.2188,0.210762,2.465913,0.285111,1501.815922,0.001275,0.190256,0.4482,-0.042,1.000013,3.3e-05,0.550789,0.036785,0.210762,False,affine,0.058796,0.495015,0.883473,False,0.826143,False
744,24.8248,0.044925,93156.9844,0.282267,2.468444,0.249624,2107.29116,0.003195,0.361682,-0.2479,0.0224,1.000007,6e-06,0.550426,0.044925,0.282267,False,affine,0.051131,0.500939,0.438087,False,0.684763,False
750,25.025,0.026692,55348.3477,0.071182,1.999257,0.312136,657.156799,0.000151,0.0,0.0291,-0.0212,1.000024,-1.4e-05,0.550115,0.026692,0.071182,True,affine,0.026034,0.496681,0.313353,False,0.503747,False
756,25.2252,0.023183,48072.7695,0.03714,1.635784,0.259948,213.144424,8.8e-05,0.0,0.2214,0.0453,0.99996,3.7e-05,0.550476,0.023183,0.03714,True,affine,0.028421,0.487953,0.643789,False,0.596151,False
762,25.4254,0.019411,40251.5312,0.036009,1.587734,0.305677,237.150078,0.000124,0.0,-0.1742,-0.0631,1.000015,-1e-05,0.550339,0.019411,0.036009,True,affine,0.025643,0.499465,0.661424,False,0.624009,False
768,25.6256,0.036905,76525.8516,0.150628,2.077796,0.233648,2303.406652,0.006047,0.065834,0.3244,0.0159,1.000026,2.5e-05,0.5506,0.036905,0.150628,False,affine,0.053959,0.503734,0.762463,False,0.794974,False
774,25.8258,0.021293,44153.1406,0.068338,1.780961,0.403047,478.480158,0.001742,0.0,-0.0295,-0.0104,0.999995,1.4e-05,0.550073,0.021293,0.068338,True,affine,0.021739,0.467684,0.338157,False,0.535041,False
780,26.026,0.058132,120541.7031,0.500844,2.785414,0.246485,2110.249393,0.137709,0.698216,0.0335,0.0208,0.999982,-3.3e-05,0.549027,0.058132,0.500844,False,affine,0.060232,0.49479,0.332562,False,0.616581,False
786,26.2262,0.017564,36420.4648,0.027228,1.446618,0.290405,340.26077,0.000218,0.0,0.2211,-0.0445,0.999967,7.4e-05,0.549394,0.017564,0.027228,True,affine,0.016303,0.461231,0.437149,False,0.529172,False
792,26.4264,0.045504,94356.2344,0.312004,2.471615,0.233049,1999.631051,0.068223,0.327631,0.5768,-0.0312,1.000031,-3.4e-05,0.549929,0.045504,0.312004,False,affine,0.087732,0.502134,0.907923,False,0.783889,False
798,26.6266,0.058625,121564.9141,0.434136,3.152838,0.275697,1171.22248,0.010356,0.774398,-1.332,0.0036,1.000041,4.3e-05,0.552289,0.058625,0.434136,False,affine,0.172225,0.500794,0.976684,False,0.684394,False
804,26.8268,0.096,199066.2188,0.407289,3.530787,0.462929,1174.967525,0.005271,1.725471,8.8708,0.2737,1.00026,-0.000499,0.565421,0.096,0.407289,False,affine,0.29687,0.498491,0.993015,False,0.605904,False
810,27.027,0.052652,109179.3828,0.297382,2.941941,0.34481,1429.201986,0.002331,0.305503,5.3786,-0.2803,0.999794,0.00052,0.559642,0.052652,0.297382,False,affine,0.202283,0.492241,0.997682,False,0.694,False
816,27.2272,0.044414,92096.2812,0.27096,2.501465,0.25345,2294.611806,0.010817,0.034636,-0.0411,0.0625,1.000012,-5e-05,0.550189,0.044414,0.27096,False,affine,0.046548,0.451441,0.283744,False,0.644575,False
822,27.4274,0.038497,79826.4062,0.193825,2.505746,0.299255,2167.213742,0.000671,0.0,-0.0494,-0.0531,1.000041,-1.5e-05,0.550206,0.038497,0.193825,False,affine,0.039589,0.47006,0.369726,False,0.683336,False
828,27.6276,0.051763,107336.7188,0.37568,2.585932,0.254991,3318.824266,0.002407,0.102325,-0.0337,0.0232,1.00002,-5e-06,0.550107,0.051763,0.37568,False,affine,0.052432,0.488952,0.257007,False,0.615318,False
834,27.8278,0.025144,52137.8984,0.09237,2.026391,0.386583,958.47795,7.6e-05,0.0,-0.0595,-0.0603,1.000029,-1.1e-05,0.550201,0.025144,0.09237,False,affine,0.025602,0.477694,0.454563,False,0.603279,False
840,28.028,0.041957,87001.4141,0.212088,2.308482,0.252023,3283.871954,0.00061,0.0,-0.0608,-0.0085,1.000005,1.6e-05,0.550123,0.041957,0.212088,False,affine,0.043444,0.464397,0.284638,False,0.653207,False
846,28.2282,0.022572,46805.4922,0.073943,1.876647,0.407425,618.064564,8.3e-05,0.0,0.0035,-0.0015,1.000008,-5e-06,0.550026,0.022572,0.073943,True,affine,0.022584,0.519107,0.1667,False,0.4811,False
852,28.4284,0.046636,96704.5156,0.291477,2.491651,0.255514,3256.270351,0.009577,0.0,0.0314,0.0473,1.000009,-3.5e-05,0.550139,0.046636,0.291477,False,affine,0.050374,0.477469,0.429547,False,0.679621,False
858,28.6286,0.016866,34974.1719,0.047515,1.520697,0.381767,519.819008,0.00011,0.0,0.0158,-0.0012,1.000011,2e-05,0.550063,0.016866,0.047515,True,affine,0.016566,0.502962,0.061193,False,0.432989,False
864,28.8288,0.044334,91931.2969,0.266481,2.506546,0.258666,2116.08654,0.038075,0.015671,0.0281,-0.0094,1.000007,-1.5e-05,0.550074,0.044334,0.266481,False,affine,0.046818,0.510892,0.306677,False,0.651315,False
870,29.029,0.042965,89092.7656,0.299465,2.528147,0.237491,1620.882071,0.047857,0.11646,-0.3034,-0.0149,1.000027,2.1e-05,0.550565,0.042965,0.299465,False,affine,0.053325,0.503699,0.742141,False,0.777462,False
876,29.2292,0.054628,113275.75,0.453937,2.721275,0.224903,1794.826532,0.052216,0.456161,-0.7955,0.0116,0.999943,-1.4e-05,0.550315,0.054628,0.453937,False,affine,0.133377,0.499792,0.96364,False,0.731641,False
882,29.4294,0.045322,93979.4219,0.318683,2.748189,0.264542,1516.809627,0.00092,0.176086,-0.8008,0.004,1.000031,-2.1e-05,0.551383,0.045322,0.318683,False,affine,0.120385,0.501736,0.967241,False,0.765768,False
888,29.6296,0.061593,127719.875,0.527007,2.894905,0.241403,1839.158546,0.007462,0.570508,-0.5837,-0.0303,0.999987,6.6e-05,0.549938,0.061593,0.527007,False,affine,0.132292,0.487493,0.932109,False,0.709455,False
894,29.8298,0.037076,76880.1562,0.218843,2.489346,0.283021,1393.315683,0.00026,0.0,-0.6977,-0.0311,1.000065,-6.7e-05,0.551318,0.037076,0.218843,False,affine,0.075274,0.501862,0.94575,False,0.825935,False
900,30.03,0.057515,119262.0781,0.462038,2.857691,0.24535,1802.55373,0.001746,0.38941,-0.612,-0.0518,1.000002,6.6e-05,0.549967,0.057515,0.462038,False,affine,0.124175,0.488905,0.913829,False,0.721148,False
906,30.2302,0.052783,109450.8906,0.392824,2.97274,0.273683,1088.226752,0.000695,0.228922,-0.8086,-0.0923,1.000013,2e-06,0.551356,0.052783,0.392824,False,affine,0.134802,0.49952,0.979921,False,0.73863,False
912,30.4304,0.078142,162034.5781,0.700564,3.281558,0.24223,956.564157,0.002008,0.699775,-1.9869,0.0154,0.999956,-5.7e-05,0.553377,0.078142,0.700564,False,affine,0.199877,0.500531,0.981986,False,0.638312,False
918,30.6306,0.062367,129323.375,0.439943,3.243507,0.291453,1511.678121,0.000286,0.269618,-1.7483,-0.0584,1.000037,1e-05,0.552935,0.062367,0.439943,False,affine,0.172672,0.500143,0.989788,False,0.680346,False
924,30.8308,0.049454,102547.0781,0.370137,2.622483,0.22623,2386.907491,0.000513,0.0,-1.1361,-0.0329,0.999981,-3.6e-05,0.550823,0.049454,0.370137,False,affine,0.142416,0.499649,0.961318,False,0.731248,False
930,31.031,0.048026,99586.4766,0.368004,2.774801,0.250385,1442.667776,0.000498,0.0,-0.4263,0.048,0.999965,-4.9e-05,0.549708,0.048026,0.368004,False,affine,0.094017,0.501507,0.890794,False,0.766723,False
936,31.2312,0.065238,135278.25,0.445397,3.147098,0.302228,1795.205725,0.000439,0.192867,-3.3753,-0.2177,0.999975,0.000156,0.555714,0.065238,0.445397,False,affine,0.175749,0.492104,0.99343,False,0.672275,False
942,31.4314,0.065116,135025.1094,0.374055,3.29671,0.38595,1386.962512,0.000898,0.167974,-4.559,0.0787,1.000017,-0.000136,0.557605,0.065116,0.374055,False,affine,0.290668,0.494237,0.998441,False,0.6693,False
948,31.6316,0.107534,222981.4844,0.919565,3.565508,0.198275,58.2179,0.013713,0.862668,-1.0832,0.0612,1.000046,-0.000121,0.551965,0.107534,0.919565,False,affine,0.147155,0.489641,0.900741,False,0.606717,False
954,31.8318,0.082108,170259.7969,0.435832,3.68558,0.413407,275.332339,9.3e-05,0.317424,4.5943,0.0765,1.000027,4.9e-05,0.556501,0.082108,0.435832,False,affine,0.279716,0.49981,0.999086,False,0.635509,False
960,32.032,0.066968,138864.8438,0.619416,3.025362,0.227277,1150.265965,0.000529,0.002092,1.0865,-0.0465,0.999896,0.000169,0.552117,0.066968,0.619416,False,affine,0.145317,0.493432,0.955341,False,0.691203,False
966,32.2322,0.011711,24283.5918,0.013602,0.909677,0.377063,599.12787,0.0,0.0,-1.4234,-0.0421,1.000037,1.3e-05,0.551306,0.011711,0.013602,True,affine,0.03808,0.500548,0.97527,False,0.86287,False
972,32.4324,0.013808,28632.8047,0.009757,0.870586,0.345802,43.63514,0.0,0.0,-2.3255,-0.0259,0.999934,9.1e-05,0.550701,0.013808,0.009757,True,affine,0.039872,0.500379,0.979369,False,0.849029,False
978,32.6326,0.009908,20546.0996,0.011208,0.501716,0.57769,70.477695,0.0,0.0,-0.8526,0.0277,1.000032,-0.00014,0.542778,0.009908,0.011208,True,affine,0.016932,0.469087,0.952359,False,0.699052,False
984,32.8328,0.013045,27050.9062,0.014427,0.534289,0.51074,39.448448,0.001313,0.0,0.4744,0.0587,0.999965,-5e-06,0.537648,0.013045,0.014427,True,affine,0.016602,0.497331,0.828003,False,0.633407,False
990,33.033,0.011569,23989.9102,0.016462,0.391537,0.615162,18.070568,0.041502,0.0,0.1811,-0.047,0.999994,3.9e-05,0.536052,0.011569,0.016462,True,affine,0.011918,0.469606,0.515069,False,0.540692,False
996,33.2332,0.016142,33472.2305,0.024163,0.714346,0.556572,51.400414,0.112348,0.0,1.2469,-0.0659,0.999969,0.000106,0.540092,0.016142,0.024163,True,affine,0.029252,0.490091,0.928705,False,0.738885,False
1002,33.4334,0.013174,27317.6426,0.021332,0.611776,0.615423,33.974436,0.02707,0.0,0.2372,0.0243,0.999999,-4e-06,0.534995,0.013174,0.021332,True,affine,0.014664,0.499119,0.685881,False,0.593174,False
1008,33.6336,0.01387,28760.6367,0.018035,0.502623,0.5164,43.655715,0.025469,0.0,0.0232,-0.0027,0.99999,-1.1e-05,0.535766,0.01387,0.018035,True,affine,0.013991,0.485712,0.18925,False,0.438134,False
1014,33.8338,0.009653,20016.9922,0.017901,0.466313,0.712916,40.544256,0.064268,0.0,-0.1206,-0.0433,1.000021,2.2e-05,0.538167,0.009653,0.017901,True,affine,0.010084,0.508023,0.693192,False,0.601951,False
1020,34.034,0.01357,28138.8398,0.014469,0.616894,0.461249,40.621657,0.037324,0.0,0.2604,0.0138,0.999999,-1e-06,0.535028,0.01357,0.014469,True,affine,0.015281,0.500151,0.632996,False,0.566209,False
1026,34.2342,0.009978,20690.0625,0.013824,0.473895,0.598044,35.598408,0.084449,0.0,0.5048,0.0106,1.000003,3e-05,0.537658,0.009978,0.013824,True,affine,0.013262,0.49132,0.818474,False,0.644719,False
1032,34.4344,0.01491,30918.3652,0.015603,0.79586,0.450167,73.670193,0.048018,0.195531,0.5241,-0.0094,0.999992,2e-05,0.536589,0.01491,0.015603,True,affine,0.020251,0.497703,0.856787,False,0.645269,False
1038,34.6346,0.009793,20307.4844,0.01396,0.49963,0.60824,46.806789,0.062274,0.0,-0.32,0.0853,0.999997,-2.3e-05,0.537367,0.009793,0.01396,True,affine,0.012,0.484208,0.823483,False,0.637655,False
1044,34.8348,0.013015,26987.0781,0.013084,0.584224,0.44356,45.473759,0.070767,0.035324,0.0772,0.0381,1.000025,-4e-06,0.539189,0.013015,0.013084,True,affine,0.013436,0.507799,0.356638,False,0.484068,False
1050,35.035,0.010095,20933.5742,0.01191,0.456364,0.52621,30.423361,0.044989,0.0,0.4087,-0.0123,0.999993,5e-06,0.538585,0.010095,0.01191,True,affine,0.012588,0.500742,0.789648,False,0.628184,False
1056,35.2352,0.013516,28026.9238,0.012251,0.695644,0.41105,56.343401,0.03393,0.088243,0.6283,0.0832,1.000026,-7.5e-05,0.53905,0.013516,0.012251,True,affine,0.023298,0.489618,0.926638,False,0.692063,False
1062,35.4354,0.010862,22522.5508,0.009506,0.634436,0.475217,48.558685,0.060542,0.0,0.0355,-0.1378,0.999948,0.000161,0.537271,0.010862,0.009506,True,affine,0.011698,0.510583,0.650845,False,0.574214,False
1068,35.6356,0.003519,7296.7305,0.009865,0.131164,0.942176,21.723462,0.235583,0.0,-2.2822,0.0249,1.000009,0.0,0.54052,0.016314,0.011233,True,affine,0.048599,0.499822,0.981269,True,0.907754,True
1074,35.8358,0.010817,22430.5586,0.012107,0.549463,0.513994,111.792881,0.105047,0.0,-0.9363,0.0277,1.000018,-8.3e-05,0.540638,0.010817,0.012107,True,affine,0.023021,0.484764,0.968832,False,0.730332,False
1080,36.036,0.01388,28781.0469,0.009747,0.749706,0.369063,26.739855,0.012403,0.260932,0.0323,-0.0123,0.999999,3e-06,0.536835,0.01388,0.009747,True,affine,0.014055,0.502566,0.170264,False,0.421047,False
1086,36.2362,0.010229,21210.0098,0.010393,0.480312,0.478389,46.432821,0.052005,0.0,0.517,0.0462,1.000011,-2.1e-05,0.539888,0.010229,0.010393,True,affine,0.01512,0.498045,0.874362,False,0.666787,False
1092,36.4364,0.014265,29579.4375,0.010187,0.800732,0.364302,29.474787,0.024574,0.289346,-0.1059,-0.08,0.999993,-1.6e-05,0.541444,0.014265,0.010187,True,affine,0.014724,0.503038,0.334132,False,0.469547,False
1098,36.6366,0.010024,20785.6719,0.009569,0.485076,0.466455,37.987308,0.019567,0.0,0.6933,0.0579,1.000012,-1.6e-05,0.539074,0.010024,0.009569,True,affine,0.020812,0.499982,0.934817,False,0.705877,False
1104,36.8368,0.014735,30553.6426,0.010674,0.939091,0.34917,66.793224,0.018734,0.336826,1.4267,0.0259,0.999963,4.2e-05,0.543637,0.014735,0.010674,True,affine,0.03861,0.500676,0.962153,False,0.809189,False
1110,37.037,0.012442,25799.8086,0.010203,0.74625,0.369303,80.908701,0.03137,0.111485,0.9882,-0.0218,0.999983,5.4e-05,0.540695,0.012442,0.010203,True,affine,0.024261,0.494239,0.932129,False,0.728841,False
1116,37.2372,0.013105,27175.4688,0.009054,0.719875,0.354877,44.56526,0.027336,0.14671,0.121,0.0365,1.00006,-6e-05,0.540469,0.013105,0.009054,True,affine,0.016112,0.50654,0.816612,False,0.61361,False
1122,37.4374,0.009614,19935.9336,0.007537,0.52652,0.432462,26.645114,0.012077,0.0,-0.1375,-0.0476,0.999961,8.6e-05,0.542685,0.009614,0.007537,True,affine,0.011851,0.482755,0.740516,False,0.601686,False
1128,37.6376,0.002434,5046.4238,0.007258,0.098614,0.903436,15.186641,0.156931,0.0,-2.5383,0.0456,1.000015,-6.7e-05,0.544316,0.018201,0.028854,True,affine,0.066378,0.496371,0.986651,True,0.88584,True
1134,37.8378,0.010063,20867.3008,0.007498,0.577756,0.405328,82.744591,0.031871,0.0,-0.7529,-0.0032,0.999999,-4.4e-05,0.540272,0.010063,0.007498,True,affine,0.02391,0.487612,0.968918,False,0.720188,False
1140,38.038,0.014405,29869.7539,0.008391,0.925197,0.307368,65.871182,0.02116,0.300184,0.3986,0.0412,0.999925,3.2e-05,0.543119,0.014405,0.008391,True,affine,0.018057,0.508813,0.663803,False,0.570759,False
1146,38.2382,0.007889,16357.8369,0.00667,0.43,0.448037,43.137113,0.009275,0.0,-0.2754,-0.0403,1.000047,-6e-06,0.540645,0.007889,0.00667,True,affine,0.009408,0.50026,0.733023,False,0.606032,False
1152,38.4384,0.012978,26910.1543,0.006209,0.786196,0.294196,49.536272,0.017779,0.190866,-0.0128,0.0159,1.000016,-7e-06,0.539068,0.012978,0.006209,True,affine,0.013222,0.489213,0.153998,False,0.414044,False
1158,38.6386,0.006847,14198.6992,0.005932,0.298087,0.442583,18.62019,0.019218,0.0,0.0109,0.0075,0.999995,2e-05,0.541248,0.006847,0.005932,True,affine,0.006797,0.504912,0.181348,False,0.441195,False
1164,38.8388,0.012467,25852.3281,0.00818,0.77575,0.277591,78.299777,0.01366,0.192918,0.4695,-0.0203,0.999996,-3e-06,0.540879,0.012467,0.00818,True,affine,0.020473,0.500352,0.86228,False,0.656349,False
1170,39.039,0.011588,24029.7344,0.007829,0.852155,0.323875,76.359313,0.012177,0.133405,0.8129,0.0344,0.99997,-3e-06,0.540386,0.011588,0.007829,True,affine,0.02588,0.498933,0.938475,False,0.737159,False
1176,39.2392,0.015583,32312.7031,0.010874,1.137954,0.278447,113.412769,0.016752,0.536917,0.8739,-0.1027,1.000026,3.7e-05,0.541618,0.015583,0.010874,True,affine,0.03945,0.499646,0.960477,False,0.822005,False
1182,39.4394,0.0131,27163.5742,0.007131,0.967945,0.292612,116.566345,0.011,0.261188,0.8163,0.1363,0.999962,-0.000109,0.541618,0.0131,0.007131,True,affine,0.02784,0.490212,0.933387,False,0.747994,False
1188,39.6396,0.01472,30522.9355,0.008642,1.027815,0.276673,89.730386,0.014182,0.371149,0.4425,-0.0726,1.000027,7.2e-05,0.543146,0.01472,0.008642,True,affine,0.023653,0.489052,0.88109,False,0.644833,False
1194,39.8398,0.00182,3774.8613,0.006137,0.082504,0.897941,23.886291,0.174884,0.0,-1.6369,-0.1209,0.999998,7.7e-05,0.542856,0.014423,0.009971,True,affine,0.052317,0.49668,0.98881,True,0.909667,True
1200,40.04,0.002134,4424.1748,0.007313,0.095252,0.869369,65.4468,0.151546,0.0,-1.4695,0.0748,1.000019,-8.8e-05,0.543718,0.019609,0.014953,True,affine,0.046292,0.491463,0.957517,True,0.896602,True
1206,40.2402,0.012891,26729.8418,0.009764,0.915212,0.32575,54.296063,0.020568,0.300425,0.6293,0.0112,1.000021,-6.1e-05,0.544522,0.012891,0.009764,True,affine,0.02211,0.494838,0.895823,False,0.705793,False
1212,40.4404,0.016011,33199.8242,0.010214,1.150065,0.286948,99.013226,0.018647,0.537606,0.3428,0.048,0.999962,3.5e-05,0.540766,0.016011,0.010214,True,affine,0.022035,0.500439,0.841496,False,0.618704,False
1218,40.6406,0.008727,18095.7441,0.006264,0.462251,0.4009,56.682467,0.016488,0.0,-0.3647,-0.0123,1.000022,-3e-05,0.544064,0.008727,0.006264,True,affine,0.013775,0.498717,0.856688,False,0.641445,False
1224,40.8408,0.013305,27589.6699,0.008667,0.863445,0.300752,73.76475,0.019641,0.220211,-0.0323,0.0166,0.999969,1e-06,0.541316,0.013305,0.008667,True,affine,0.013877,0.49902,0.394847,False,0.487864,False
1230,41.041,0.009305,19294.8223,0.005878,0.534882,0.358472,48.297533,0.011047,0.0,-0.2485,-0.02,1.000033,2.3e-05,0.542787,0.009305,0.005878,True,affine,0.011943,0.505648,0.755281,False,0.60472,False
1236,41.2412,0.013318,27616.5781,0.010402,0.911587,0.294206,109.495627,0.011227,0.237811,0.1633,-0.0109,1.000027,-2.4e-05,0.541537,0.013318,0.010402,True,affine,0.015536,0.506209,0.587336,False,0.553093,False
1242,41.4414,0.009472,19640.4023,0.008078,0.640214,0.37754,89.522426,0.01316,0.0,0.0142,0.0121,1.000022,-9e-06,0.542377,0.009472,0.008078,True,affine,0.009692,0.512677,0.27357,False,0.464038,False
1248,41.6416,0.013921,28865.6328,0.00855,0.954017,0.281853,107.032822,0.011601,0.368761,0.2063,0.0025,1.000019,-1.6e-05,0.542685,0.013921,0.00855,True,affine,0.018081,0.503442,0.760962,False,0.598602,False
1254,41.8418,0.010509,21791.1172,0.007031,0.575884,0.3188,51.724637,0.013602,0.041483,0.4542,0.0213,1.000003,-1.3e-05,0.54526,0.010509,0.007031,True,affine,0.015782,0.496508,0.86531,False,0.659555,False
1260,42.042,0.017065,35385.7188,0.011566,1.264307,0.260665,163.076271,0.011551,0.557142,0.914,-0.0039,1.000008,-4.5e-05,0.543848,0.017065,0.011566,True,affine,0.04303,0.494082,0.955546,False,0.880723,False
1266,42.2422,0.01224,25380.6562,0.008442,0.961326,0.326703,137.10753,0.019021,0.0,-1.1554,-0.0807,0.999972,9.7e-05,0.545431,0.01224,0.008442,True,affine,0.041947,0.492011,0.989535,False,0.883463,False
1272,42.4424,0.017558,36408.8672,0.011108,1.314754,0.252965,358.771283,0.012588,0.417459,-0.7197,0.007,1.00001,2.3e-05,0.545714,0.017558,0.011108,True,affine,0.030724,0.497497,0.898162,False,0.711387,False
1278,42.6426,0.007966,16517.6836,0.00677,0.427575,0.393615,31.470286,0.017449,0.0,-0.1007,0.0045,1.000032,-3.6e-05,0.543656,0.007966,0.00677,True,affine,0.008372,0.4683,0.522531,False,0.540606,False
1284,42.8428,0.013744,28500.5312,0.009501,0.933196,0.286469,94.388824,0.008927,0.102573,-0.0562,0.021,1.0,2e-06,0.5446,0.013744,0.009501,True,affine,0.014157,0.497969,0.304649,False,0.461482,False
1290,43.043,0.007621,15802.8438,0.005449,0.456417,0.419207,25.831459,0.010606,0.0,0.0281,-0.0326,1.000012,-6e-06,0.543498,0.007621,0.005449,True,affine,0.007594,0.496441,0.329237,False,0.482512,False
1296,43.2432,0.014757,30599.5996,0.008305,1.066852,0.281083,124.836579,0.012697,0.195717,0.419,0.0047,0.999961,3.7e-05,0.545289,0.014757,0.008305,True,affine,0.020246,0.503438,0.723389,False,0.597442,False
1302,43.4434,0.010892,22585.0195,0.005207,0.694964,0.327199,89.186809,0.011819,0.0,0.2009,0.0225,1.000007,-8.1e-05,0.544915,0.010892,0.005207,True,affine,0.013269,0.466431,0.6913,False,0.582453,False
1308,43.6436,0.015336,31801.4297,0.006249,1.093068,0.2605,80.282458,0.01018,0.214548,0.2447,-0.0209,1.000017,1.6e-05,0.543847,0.015336,0.006249,True,affine,0.020037,0.502921,0.764787,False,0.590974,False
1314,43.8438,0.008953,18563.9121,0.004186,0.539167,0.365449,51.775954,0.00679,0.0,-0.1446,-0.0538,1.000011,1e-06,0.543673,0.008953,0.004186,True,affine,0.00872,0.500615,0.45893,False,0.516848,False
1320,44.044,0.015382,31896.4297,0.005098,1.097056,0.249458,41.011761,0.003052,0.219533,-0.0208,0.0794,0.999977,-3.7e-05,0.543609,0.015382,0.005098,True,affine,0.015866,0.473809,0.255721,False,0.435335,False
1326,44.2442,0.009951,20635.0918,0.005087,0.5479,0.348957,33.928591,0.01069,0.0,-0.2636,-0.025,1.000011,5.4e-05,0.545002,0.009951,0.005087,True,affine,0.012544,0.470158,0.760665,False,0.61012,False
1332,44.4444,0.018644,38660.1953,0.012344,1.331779,0.263173,175.797452,0.014676,0.526192,0.187,-0.0797,1.000027,-5.2e-05,0.543827,0.018644,0.012344,True,affine,0.020278,0.507557,0.439163,False,0.504546,False
1338,44.6446,0.012597,26121.7227,0.011421,0.926441,0.352858,117.316876,0.013068,0.022126,0.6182,0.0468,1.000004,2.4e-05,0.545542,0.012597,0.011421,True,affine,0.02824,0.496236,0.942267,False,0.751281,False
1344,44.8448,0.017495,36276.7188,0.015735,1.338485,0.288577,196.251644,0.010143,0.368072,0.0838,-0.0022,0.99999,4.2e-05,0.543593,0.017495,0.015735,True,affine,0.018912,0.460503,0.489009,False,0.516189,False
1350,45.045,0.012838,26620.752,0.010026,0.948748,0.345015,235.182708,0.007521,0.0,-0.223,0.0119,0.999976,-3e-06,0.546003,0.012838,0.010026,True,affine,0.016396,0.497891,0.735903,False,0.604844,False
1356,45.2452,0.020943,43427.8789,0.024171,1.526754,0.268754,593.794516,0.008315,0.530439,-0.2412,0.0208,1.000005,-8e-06,0.547112,0.020943,0.024171,True,affine,0.025974,0.500286,0.746636,False,0.6082,False
1362,45.4454,0.017551,36394.6484,0.016948,1.379804,0.292153,466.848503,0.005121,0.227107,0.5274,-0.0403,1.000007,6e-06,0.548683,0.017551,0.016948,True,affine,0.029528,0.500566,0.843847,False,0.759136,False
1368,45.6456,0.002404,4984.0684,0.010854,0.129771,0.855269,397.077058,0.022873,0.0,0.51,0.0406,1.000027,-2.6e-05,0.549808,0.02366,0.029788,True,affine,0.04574,0.501569,0.938078,True,0.883282,True
1374,45.8458,0.016841,34922.1758,0.019804,1.367995,0.298329,598.8203,0.011271,0.231469,-0.5356,-0.0074,0.999956,-1.7e-05,0.550971,0.016841,0.019804,True,affine,0.028794,0.501084,0.907037,False,0.751043,False
1380,46.046,0.023368,48456.9102,0.019605,1.518762,0.228019,791.369573,0.011294,0.615555,0.0154,-0.0248,0.999977,3.8e-05,0.549023,0.023368,0.019605,True,affine,0.024124,0.493551,0.343448,False,0.458336,False
1386,46.2462,0.017777,36862.1016,0.027017,1.47347,0.297054,919.517135,0.004791,0.164679,-0.5914,-0.0608,1.000045,-7.1e-05,0.551117,0.017777,0.027017,True,affine,0.033194,0.489494,0.929345,False,0.812685,False
1392,46.4464,0.002297,4762.8877,0.014059,0.147391,0.8152,752.29288,0.030613,0.0,-0.4667,0.0573,0.999964,-5.4e-05,0.550881,0.027809,0.052527,True,affine,0.0432,0.500444,0.882289,True,0.861068,True
1398,46.6466,0.016054,33289.0625,0.017279,1.348764,0.290041,632.244416,0.026783,0.11398,-0.1352,-0.029,0.999984,7.2e-05,0.550319,0.016054,0.017279,True,affine,0.019831,0.471732,0.760287,False,0.630095,False
1404,46.8468,0.028005,58070.4688,0.062171,1.778251,0.229733,1321.016923,0.042448,0.897745,0.0602,-0.0111,1.000036,-1.2e-05,0.550175,0.028005,0.062171,True,affine,0.029736,0.50394,0.427607,False,0.540276,False
1410,47.047,0.004145,8595.6787,0.034206,0.308522,0.896683,1223.138783,0.069556,0.0,0.7392,0.045,0.999972,4e-05,0.551297,0.029224,0.094288,False,affine,0.059598,0.498596,0.860512,True,0.833486,True
1416,47.2472,0.037052,76831.2969,0.172776,2.182632,0.232554,2609.895247,0.151856,1.480302,0.3278,-0.0099,1.000016,-0.0,0.550565,0.037052,0.172776,False,affine,0.05709,0.499011,0.845542,False,0.816125,False
1422,47.4474,0.028906,59938.5,0.1167,2.205834,0.281737,2197.437805,0.056737,0.746616,0.1067,-0.0025,0.999992,2.6e-05,0.550212,0.028906,0.1167,False,affine,0.030747,0.467426,0.381147,False,0.621924,False
1428,47.6476,0.059773,123945.8672,0.580185,2.738018,0.213516,1740.888676,0.246303,2.379913,-0.0409,0.0023,0.999996,2.6e-05,0.550098,0.059773,0.580185,False,affine,0.061501,0.491183,0.257721,False,0.589435,False
