video_name,frame_idx,timestamp_sec,blob_id_in_frame,merge_stage,source_raw_blob_ids,grid_row,grid_col,num_grid_cells,mean_flow_magnitude,flow_direction_coherence,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area_ratio,motion_energy,mean_motion,max_motion,motion_density,center_x,center_y,aspect_ratio,scale_score,local_peak_score,spatial_novelty_score,small_blob_flag,edge_density,centroid_displacement,temporal_position_stability,texture_flicker_score,object_motion_score,global_motion_score,camera_motion_flag,blob_importance,rank_by_motion_energy,rank_by_importance
VIRAT_S_050201_06_001168_001240,450,15.015,3,merged,"4,7,10",2,16,10,0.6244,0.8895,1344,0,1824,324,480,324,0.075,17021.0176,0.109446,1.0,0.109446,1584.0,162.0,1.4815,3.651459,1.671639,0.245131,False,0.034073,0.0,0.0,0.0,0.511325,0.550833,False,0.253718,2,4
VIRAT_S_050201_06_001168_001240,450,15.015,4,merged,6,11,2,4,0.5241,0.9684,192,540,384,702,192,162,0.015,1974.677,0.063486,0.23935,0.063486,288.0,621.0,1.1852,8.164694,0.969668,0.655947,False,0.120595,0.0,0.0,0.0,0.53894,0.550833,False,0.245399,5,5
VIRAT_S_050201_06_001168_001240,450,15.015,5,merged,13,18,9,1,0.5007,0.9976,864,972,960,1026,96,54,0.0025,275.5852,0.053161,0.188229,0.053161,912.0,999.0,1.7778,19.996001,0.811959,0.854817,True,0.120563,0.0,0.0,0.0,0.54916,0.550833,False,0.378867,7,2
VIRAT_S_050201_06_001168_001240,450,15.015,6,merged,14,19,7,1,0.5463,0.9798,672,1026,768,1080,96,54,0.0025,315.4715,0.060855,0.323076,0.060855,720.0,1053.0,1.7778,19.996001,0.929477,1.0,True,0.097029,0.0,0.0,0.0,0.54293,0.550833,False,0.414413,6,1
VIRAT_S_050201_06_001168_001240,456,15.2152,0,merged,0,9,10,353,0.6723,0.968,0,0,1920,1080,1920,1080,1.0,166128.7344,0.080116,1.0,0.080116,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.062319,0.0,0.0,0.0,0.5388,0.551151,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,462,15.4154,0,merged,0,8,8,1,0.571,0.99,768,432,864,486,96,54,0.0025,490.7324,0.094663,0.260692,0.094663,816.0,459.0,1.7778,19.996001,1.500878,0.905391,True,0.054398,0.0,0.0,0.0,0.5465,0.550488,False,0.374817,4,2
VIRAT_S_050201_06_001168_001240,462,15.4154,1,merged,"1,2,5,6,7",4,16,6,0.6411,0.903,1440,54,1824,432,384,378,0.07,16698.5938,0.115042,0.891487,0.115042,1632.0,243.0,1.0159,3.779618,1.823991,0.655947,False,0.038332,0.0,0.0,0.0,0.51605,0.550488,False,0.350589,1,3
VIRAT_S_050201_06_001168_001240,462,15.4154,2,merged,3,7,1,1,0.5171,0.8721,96,378,192,432,96,54,0.0025,549.9023,0.106077,0.282206,0.106077,144.0,405.0,1.7778,19.996001,1.681847,1.0,True,0.037616,0.0,0.0,0.0,0.505235,0.550488,False,0.389105,3,1
VIRAT_S_050201_06_001168_001240,462,15.4154,3,merged,4,14,14,4,0.6697,0.8579,1344,702,1536,864,192,162,0.015,3464.9731,0.1114,0.414071,0.1114,1440.0,783.0,1.1852,8.164694,1.766239,0.435788,False,0.022827,0.0,0.0,0.0,0.500265,0.550488,False,0.169434,2,4
VIRAT_S_050201_06_001168_001240,468,15.6156,0,merged,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,17,18,19,20,22,23,24,27,28",9,14,65,0.529,0.9639,576,0,1920,1080,1344,1080,0.7,102061.7656,0.070314,0.744106,0.070314,1248.0,540.0,1.2444,1.195228,1.01895,1.0,False,0.05793,0.0,0.0,0.0,0.537365,0.550541,False,0.165,1,4
VIRAT_S_050201_06_001168_001240,468,15.6156,1,merged,"4,25",16,4,2,0.5311,0.8281,288,810,480,972,192,162,0.015,2350.8101,0.075579,0.225054,0.075579,384.0,891.0,1.1852,8.164694,1.095252,1.0,False,0.032504,0.0,0.0,0.0,0.489835,0.550541,False,0.152949,2,5
VIRAT_S_050201_06_001168_001240,468,15.6156,2,merged,5,8,0,1,0.526,0.9393,0,432,96,486,96,54,0.0025,444.5998,0.085764,0.163173,0.085764,48.0,459.0,1.7778,19.996001,1.242845,1.0,True,0.007137,0.0,0.0,0.0,0.528755,0.550541,False,0.514058,5,1
VIRAT_S_050201_06_001168_001240,468,15.6156,3,merged,16,18,1,1,0.5171,0.7288,96,972,192,1026,96,54,0.0025,496.0903,0.095696,0.701876,0.095696,144.0,999.0,1.7778,19.996001,1.386783,1.0,True,0.028356,0.0,0.0,0.0,0.45508,0.550541,False,0.435,4,2
VIRAT_S_050201_06_001168_001240,468,15.6156,4,merged,"21,26",5,4,2,0.5333,0.9623,384,216,480,378,96,162,0.0075,1150.6587,0.073988,0.214342,0.073988,432.0,297.0,0.5926,11.546236,1.072193,1.0,False,0.033886,0.0,0.0,0.0,0.536805,0.550541,False,0.29944,3,3
VIRAT_S_050201_06_001168_001240,474,15.8158,0,merged,"0,3,4,10,12,16",8,2,33,0.5904,0.9105,0,0,384,1026,384,1026,0.19,25026.5898,0.063522,1.0,0.063522,192.0,513.0,0.3743,2.294151,0.897294,1.0,False,0.091796,0.0,0.0,0.0,0.518675,0.551079,False,0.127688,2,4
VIRAT_S_050201_06_001168_001240,474,15.8158,1,merged,"1,6,7,17",2,17,13,0.6255,0.8812,1440,0,1824,432,384,432,0.08,17059.6445,0.102838,0.645687,0.102838,1632.0,216.0,0.8889,3.535512,1.452669,0.245131,False,0.038906,0.0,0.0,0.0,0.50842,0.551079,False,0.296405,3,2
VIRAT_S_050201_06_001168_001240,474,15.8158,2,merged,"2,8,9,11,13,14,15,18,19,20",10,9,30,0.586,0.9748,480,0,1248,1080,768,1080,0.4,52018.8281,0.062716,0.416314,0.062716,864.0,540.0,0.7111,1.581137,0.885905,0.854817,False,0.081544,0.0,0.0,0.0,0.54118,0.551079,False,0.220381,1,3
VIRAT_S_050201_06_001168_001240,474,15.8158,3,merged,5,13,15,11,0.5839,0.9498,1344,594,1728,864,384,270,0.05,8275.3828,0.079817,0.414044,0.079817,1536.0,729.0,1.4222,4.472091,1.12747,0.655947,False,0.040365,0.0,0.0,0.0,0.53243,0.551079,False,0.413889,4,1
VIRAT_S_050201_06_001168_001240,480,16.016,0,merged,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26",10,10,165,0.6788,0.8868,0,0,1920,1080,1920,1080,1.0,121818.6484,0.058747,1.0,0.058747,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060696,0.0,0.0,0.0,0.51038,0.549101,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,486,16.2162,0,merged,"0,2",13,4,2,0.7449,0.9976,384,648,480,810,96,162,0.0075,1550.4707,0.099696,0.15529,0.099696,432.0,729.0,0.5926,11.546236,2.476543,1.0,False,0.0,0.0,0.0,0.0,0.54916,0.552148,True,0.287201,3,5
VIRAT_S_050201_06_001168_001240,486,16.2162,1,merged,1,18,5,4,0.6399,0.9985,384,918,576,1080,192,162,0.015,3653.3352,0.117455,0.189166,0.117455,480.0,999.0,1.1852,8.164694,2.917708,1.0,False,0.0,0.0,0.0,0.0,0.549475,0.552148,True,0.525661,2,1
VIRAT_S_050201_06_001168_001240,486,16.2162,2,merged,"3,4,7",18,14,4,0.6701,0.9928,1248,864,1440,1080,192,216,0.02,5190.9551,0.125168,0.192329,0.125168,1344.0,972.0,0.8889,7.070891,3.109288,1.0,False,0.005136,0.0,0.0,0.0,0.54748,0.552148,True,0.5,1,2
VIRAT_S_050201_06_001168_001240,486,16.2162,3,merged,5,10,0,1,0.6163,0.989,0,540,96,594,96,54,0.0025,620.2375,0.119645,0.176522,0.119645,48.0,567.0,1.7778,19.996001,2.972088,0.980522,True,0.0,0.0,0.0,0.0,0.54615,0.552148,True,0.30644,4,3
VIRAT_S_050201_06_001168_001240,486,16.2162,4,merged,6,0,15,1,1.8895,0.9871,1440,0,1536,54,96,54,0.0025,564.4122,0.108876,0.24756,0.108876,1488.0,27.0,1.7778,19.996001,2.704581,1.0,True,0.095872,0.0,0.0,0.0,0.545485,0.552148,True,0.288346,5,4
VIRAT_S_050201_06_001168_001240,492,16.4164,0,merged,0,18,1,1,1.5563,0.5309,96,972,192,1026,96,54,0.0025,668.5645,0.128967,1.0,0.128967,144.0,999.0,1.7778,19.996001,4.232437,0.0,True,0.031443,0.0,0.0,0.0,0.385815,0.550667,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,498,16.6166,0,merged,0,5,16,1,1.2659,0.9867,1536,270,1632,324,96,54,0.0025,531.2233,0.102474,0.33061,0.102474,1584.0,297.0,1.7778,19.996001,3.310957,0.854817,True,0.029707,0.0,0.0,0.0,0.545345,0.55097,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,504,16.8168,0,merged,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",9,10,161,0.5761,0.958,0,0,1920,1080,1920,1080,1.0,112487.9922,0.054248,1.0,0.054248,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.059231,0.0,0.0,0.0,0.5353,0.55066,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,510,17.017,0,merged,0,4,15,1,1.5098,0.9873,1440,216,1536,270,96,54,0.0025,728.2365,0.140478,0.229455,0.140478,1488.0,243.0,1.7778,19.996001,3.164766,1.0,True,0.082176,0.0,0.0,0.0,0.545555,0.551266,True,0.45,1,1
VIRAT_S_050201_06_001168_001240,510,17.017,1,merged,1,0,15,1,1.4383,0.9936,1440,0,1536,54,96,54,0.0025,572.7286,0.11048,0.193256,0.11048,1488.0,27.0,1.7778,19.996001,2.48896,0.0,True,0.095486,0.0,0.0,0.0,0.54776,0.551266,True,0.15,2,2
VIRAT_S_050201_06_001168_001240,516,17.2172,0,merged,0,4,15,1,0.8507,0.8952,1440,216,1536,270,96,54,0.0025,573.9061,0.110707,0.251575,0.110707,1488.0,243.0,1.7778,19.996001,3.614405,0.0,True,0.064429,0.0,0.0,0.0,0.51332,0.548168,True,0.52,1,1
VIRAT_S_050201_06_001168_001240,516,17.2172,1,merged,1,13,14,1,0.8761,0.6015,1344,702,1440,756,96,54,0.0025,519.1022,0.100135,0.22429,0.100135,1392.0,729.0,1.7778,19.996001,3.269255,1.0,True,0.001929,0.0,0.0,0.0,0.410525,0.548168,True,0.08,2,2
VIRAT_S_050201_06_001168_001240,522,17.4174,0,merged,0,13,14,1,0.7788,0.9209,1344,702,1440,756,96,54,0.0025,528.7844,0.102003,0.236752,0.102003,1392.0,729.0,1.7778,19.996001,3.581843,0.0,True,0.002894,0.0,0.0,0.0,0.522315,0.54938,True,0.24,2,2
VIRAT_S_050201_06_001168_001240,522,17.4174,1,merged,1,5,16,1,0.7616,0.665,1536,270,1632,324,96,54,0.0025,535.1316,0.103228,0.253461,0.103228,1584.0,297.0,1.7778,19.996001,3.624837,0.0,True,0.066165,0.0,0.0,0.0,0.43275,0.54938,True,0.36,1,1
VIRAT_S_050201_06_001168_001240,528,17.6176,0,merged,0,5,16,1,1.2793,0.7746,1536,270,1632,324,96,54,0.0025,560.0338,0.108031,0.202249,0.108031,1584.0,297.0,1.7778,19.996001,3.731719,0.0,True,0.029707,0.0,0.0,0.0,0.47111,0.550745,True,0.15,2,2
VIRAT_S_050201_06_001168_001240,528,17.6176,1,merged,1,18,1,1,1.2435,0.5015,96,972,192,1026,96,54,0.0025,613.3028,0.118307,1.0,0.118307,144.0,999.0,1.7778,19.996001,4.08667,1.0,True,0.033179,0.0,0.0,0.0,0.375525,0.550745,True,0.45,1,1
VIRAT_S_050201_06_001168_001240,534,17.8178,0,merged,0,18,1,1,1.1532,0.5472,96,972,192,1026,96,54,0.0025,568.3889,0.109643,1.0,0.109643,144.0,999.0,1.7778,19.996001,6.22249,0.0,True,0.033372,0.0,0.0,0.0,0.39152,0.549212,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,540,18.018,0,merged,"0,4",5,16,3,0.7056,0.7364,1440,216,1632,378,192,162,0.015,2802.9126,0.090114,0.270151,0.090114,1536.0,297.0,1.1852,8.164694,2.326277,0.435788,False,0.047743,0.0,0.0,0.0,0.45774,0.549184,True,0.201114,1,3
VIRAT_S_050201_06_001168_001240,540,18.018,1,merged,1,13,14,1,1.0796,0.777,1344,702,1440,756,96,54,0.0025,660.1613,0.127346,0.272705,0.127346,1392.0,729.0,1.7778,19.996001,3.287404,0.0,True,0.001736,0.0,0.0,0.0,0.47195,0.549184,True,0.56909,2,1
VIRAT_S_050201_06_001168_001240,540,18.018,2,merged,2,18,1,1,0.8581,0.4518,96,972,192,1026,96,54,0.0025,557.2977,0.107503,1.0,0.107503,144.0,999.0,1.7778,19.996001,2.775175,0.0,True,0.0326,0.0,0.0,0.0,0.35813,0.549184,True,0.147808,3,4
VIRAT_S_050201_06_001168_001240,540,18.018,3,merged,3,0,15,1,0.6278,0.8146,1440,0,1536,54,96,54,0.0025,530.6699,0.102367,0.202376,0.102367,1488.0,27.0,1.7778,19.996001,2.642576,0.0,True,0.093557,0.0,0.0,0.0,0.48511,0.549184,True,0.346765,4,2
VIRAT_S_050201_06_001168_001240,546,18.2182,0,merged,0,5,16,6,0.924,0.8195,1440,216,1728,378,288,162,0.0225,6871.3218,0.147276,0.55675,0.147276,1584.0,297.0,1.7778,6.666519,2.66208,0.0,False,0.047175,0.0,0.0,0.0,0.486825,0.550444,False,0.259673,1,3
VIRAT_S_050201_06_001168_001240,546,18.2182,1,merged,1,13,14,1,0.6899,0.9218,1344,702,1440,756,96,54,0.0025,787.9327,0.151993,0.314062,0.151993,1392.0,729.0,1.7778,19.996001,2.74734,0.0,True,0.003472,0.0,0.0,0.0,0.52263,0.550444,False,0.595,3,1
VIRAT_S_050201_06_001168_001240,546,18.2182,2,merged,2,0,15,2,0.6211,0.8815,1440,0,1536,108,96,108,0.005,1187.8391,0.114568,0.319682,0.114568,1488.0,54.0,0.8889,14.140722,2.070861,0.245131,False,0.058931,0.0,0.0,0.0,0.508525,0.550444,False,0.148596,2,4
VIRAT_S_050201_06_001168_001240,546,18.2182,3,merged,3,0,17,1,0.5504,0.7374,1632,0,1728,54,96,54,0.0025,662.5452,0.127806,0.371432,0.127806,1680.0,27.0,1.7778,19.996001,2.310143,1.0,True,0.026042,0.0,0.0,0.0,0.45809,0.550444,False,0.285876,4,2
VIRAT_S_050201_06_001168_001240,552,18.4184,0,merged,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25",8,11,158,0.5522,0.9183,0,0,1920,1080,1920,1080,1.0,135839.375,0.065509,1.0,0.065509,960.0,540.0,1.7778,1.0,1.0,1.0,False,0.061369,0.0,0.0,0.0,0.521405,0.550701,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,558,18.6186,0,merged,0,5,16,5,1.4104,0.8683,1440,216,1728,324,288,108,0.015,4776.6284,0.15357,0.513027,0.15357,1584.0,270.0,2.6667,8.164694,4.42145,0.245131,False,0.062307,0.0,0.0,0.0,0.503905,0.550915,True,0.445,1,1
VIRAT_S_050201_06_001168_001240,558,18.6186,1,merged,1,1,1,1,0.9053,0.8016,96,54,192,108,96,54,0.0025,544.8481,0.105102,1.0,0.105102,144.0,81.0,1.7778,19.996001,3.026007,1.0,True,0.071373,0.0,0.0,0.0,0.48056,0.550915,True,0.155,2,2
VIRAT_S_050201_06_001168_001240,564,18.8188,0,merged,"0,2",4,16,13,0.7341,0.7942,1344,0,1728,378,384,378,0.07,15672.6855,0.107974,0.792827,0.107974,1536.0,189.0,1.0159,3.779618,1.983627,0.854817,False,0.036569,0.0,0.0,0.0,0.47797,0.550395,False,0.117489,1,4
VIRAT_S_050201_06_001168_001240,564,18.8188,1,merged,1,9,11,1,0.5499,0.9627,1056,486,1152,540,96,54,0.0025,397.5569,0.076689,0.165231,0.076689,1104.0,513.0,1.7778,19.996001,1.40888,1.0,True,0.0,0.0,0.0,0.0,0.536945,0.550395,False,0.405,4,3
VIRAT_S_050201_06_001168_001240,564,18.8188,2,merged,3,1,12,1,0.5193,0.9397,1152,54,1248,108,96,54,0.0025,441.1795,0.085104,0.181234,0.085104,1200.0,81.0,1.7778,19.996001,1.563472,1.0,True,0.064043,0.0,0.0,0.0,0.528895,0.550395,False,0.408161,3,2
VIRAT_S_050201_06_001168_001240,564,18.8188,3,merged,4,13,14,1,0.859,0.8419,1344,702,1440,756,96,54,0.0025,830.4399,0.160193,0.354776,0.160193,1392.0,729.0,1.7778,19.996001,2.94295,0.0,True,0.001543,0.0,0.0,0.0,0.494665,0.550395,False,0.415772,2,1
VIRAT_S_050201_06_001168_001240,570,19.019,0,merged,"0,2",4,16,2,1.1218,0.8014,1440,216,1632,324,192,108,0.01,2061.4734,0.099415,0.35866,0.099415,1536.0,270.0,1.7778,9.9995,3.41195,0.245131,False,0.056231,0.0,0.0,0.0,0.48049,0.551049,True,0.0,1,2
VIRAT_S_050201_06_001168_001240,570,19.019,1,merged,1,1,2,1,1.4063,0.9822,192,54,288,108,96,54,0.0025,523.6426,0.101011,1.0,0.101011,240.0,81.0,1.7778,19.996001,3.466728,0.871576,True,0.167438,0.0,0.0,0.0,0.54377,0.551049,True,0.775,2,1
VIRAT_S_050201_06_001168_001240,576,19.2192,0,merged,0,5,15,3,1.2479,0.7529,1440,216,1632,324,192,108,0.01,2498.0693,0.12047,0.373907,0.12047,1536.0,270.0,1.7778,9.9995,3.73645,0.0,False,0.055652,0.0,0.0,0.0,0.463515,0.550896,True,0.0,1,2
VIRAT_S_050201_06_001168_001240,576,19.2192,1,merged,1,1,2,1,1.841,0.9758,192,54,288,108,96,54,0.0025,752.3365,0.145127,1.0,0.145127,240.0,81.0,1.7778,19.996001,4.501184,0.0,True,0.168403,0.0,0.0,0.0,0.54153,0.550896,True,0.685,2,1
VIRAT_S_050201_06_001168_001240,582,19.4194,0,merged,0,4,15,1,0.9999,0.6319,1440,216,1536,270,96,54,0.0025,557.8149,0.107603,0.274052,0.107603,1488.0,243.0,1.7778,19.996001,4.832196,0.5,True,0.080633,0.0,0.0,0.0,0.421165,0.547712,True,0.08,2,2
VIRAT_S_050201_06_001168_001240,582,19.4194,1,merged,1,1,2,1,2.156,0.9622,192,54,288,108,96,54,0.0025,788.8484,0.15217,1.0,0.15217,240.0,81.0,1.7778,19.996001,6.833575,0.0,True,0.175347,0.0,0.0,0.0,0.53677,0.547712,True,0.52,1,1
VIRAT_S_050201_06_001168_001240,588,19.6196,0,merged,0,2,2,2,2.1994,0.9726,192,54,288,162,96,108,0.005,1502.579,0.144925,1.0,0.144925,240.0,108.0,0.8889,14.140722,4.915744,0.245131,False,0.136478,0.0,0.0,0.0,0.54041,0.548745,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,594,19.8198,0,merged,0,2,2,2,1.8646,0.9645,192,54,288,162,96,108,0.005,1437.4058,0.138639,1.0,0.138639,240.0,108.0,0.8889,14.140722,7.303177,0.0,False,0.146605,0.0,0.0,0.0,0.537575,0.547327,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,600,20.02,0,merged,0,4,15,1,1.3773,0.8959,1440,216,1536,270,96,54,0.0025,598.6154,0.115474,0.312883,0.115474,1488.0,243.0,1.7778,19.996001,4.010838,0.0,True,0.056713,0.0,0.0,0.0,0.513565,0.548832,True,0.256127,2,2
VIRAT_S_050201_06_001168_001240,600,20.02,1,merged,1,7,17,1,1.2387,0.5558,1632,378,1728,432,96,54,0.0025,561.6362,0.10834,0.328584,0.10834,1680.0,405.0,1.7778,19.996001,3.76307,1.0,True,0.030478,0.0,0.0,0.0,0.39453,0.548832,True,0.155,3,3
VIRAT_S_050201_06_001168_001240,600,20.02,2,merged,2,2,2,2,2.0898,0.9805,192,54,288,162,96,108,0.005,1461.4297,0.140956,1.0,0.140956,240.0,108.0,0.8889,14.140722,4.895929,0.0,False,0.13995,0.0,0.0,0.0,0.543175,0.548832,True,0.445,1,1
VIRAT_S_050201_06_001168_001240,606,20.2202,0,merged,0,4,15,1,1.7012,0.9468,1440,216,1536,270,96,54,0.0025,540.7512,0.104312,0.259243,0.104312,1488.0,243.0,1.7778,19.996001,4.102887,0.0,True,0.063272,0.0,0.0,0.0,0.53138,0.54995,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,612,20.4204,0,merged,0,4,15,2,1.6917,0.9403,1440,216,1536,324,96,108,0.005,1076.0168,0.103782,0.280201,0.103782,1488.0,270.0,0.8889,14.140722,2.433314,0.245131,False,0.056231,0.0,0.0,0.0,0.529105,0.548544,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,618,20.6206,0,merged,0,2,2,2,2.0604,0.9929,192,54,288,162,96,108,0.005,1286.531,0.124087,0.942175,0.124087,240.0,108.0,0.8889,14.140722,6.48978,0.0,False,0.130498,0.0,0.0,0.0,0.547515,0.548438,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,624,20.8208,0,merged,0,1,3,3,1.6891,0.9881,192,54,384,162,192,108,0.01,2275.0938,0.109717,1.0,0.109717,288.0,108.0,1.7778,9.9995,4.577961,0.435788,False,0.14159,0.0,0.0,0.0,0.545835,0.548367,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,630,21.021,0,merged,0,2,3,3,1.5224,0.9845,288,54,384,216,96,162,0.0075,1928.2441,0.123987,1.0,0.123987,336.0,135.0,0.5926,11.546236,5.966236,0.5,False,0.139918,0.0,0.0,0.0,0.544575,0.545064,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,636,21.2212,0,merged,0,2,3,3,2.2345,0.9849,288,54,384,216,96,162,0.0075,2185.0688,0.140501,1.0,0.140501,336.0,135.0,0.5926,11.546236,5.472773,0.0,False,0.132973,0.0,0.0,0.0,0.544715,0.546742,True,0.3,1,1
VIRAT_S_050201_06_001168_001240,642,21.4214,0,merged,0,2,3,3,2.6136,0.9638,288,54,384,216,96,162,0.0075,2472.8066,0.159002,1.0,0.159002,336.0,135.0,0.5926,11.546236,6.940879,0.0,False,0.135867,0.0,0.0,0.0,0.53733,0.544651,True,0.445,1,1
VIRAT_S_050201_06_001168_001240,642,21.4214,1,merged,1,6,17,2,2.1116,0.8901,1632,270,1728,378,96,108,0.005,1172.5565,0.113094,0.327329,0.113094,1680.0,324.0,0.8889,14.140722,4.936843,1.0,False,0.022473,0.0,0.0,0.0,0.511535,0.544651,True,0.155,2,2
VIRAT_S_050201_06_001168_001240,648,21.6216,0,merged,0,2,3,3,1.8171,0.7145,288,54,384,216,96,162,0.0075,2470.6892,0.158866,1.0,0.158866,336.0,135.0,0.5926,11.546236,6.176921,0.0,False,0.139725,0.0,0.0,0.0,0.450075,0.544625,True,0.195,1,2
VIRAT_S_050201_06_001168_001240,648,21.6216,1,merged,1,2,16,1,1.9217,0.9506,1536,108,1632,162,96,54,0.0025,784.7648,0.151382,0.372849,0.151382,1584.0,135.0,1.7778,19.996001,5.885925,1.0,True,0.022569,0.0,0.0,0.0,0.53271,0.544625,True,0.704584,3,1
VIRAT_S_050201_06_001168_001240,648,21.6216,2,merged,2,6,17,2,1.6254,0.867,1632,270,1728,378,96,108,0.005,1239.4025,0.119541,0.342584,0.119541,1680.0,324.0,0.8889,14.140722,4.647908,0.0,False,0.030093,0.0,0.0,0.0,0.50345,0.544625,True,0.032535,2,3
VIRAT_S_050201_06_001168_001240,654,21.8218,0,merged,0,2,3,1,1.5063,0.5313,288,108,384,162,96,54,0.0025,756.2731,0.145886,0.673016,0.145886,336.0,135.0,1.7778,19.996001,8.558022,0.0,True,0.162809,0.0,0.0,0.0,0.385955,0.54718,True,0.0,2,2
VIRAT_S_050201_06_001168_001240,654,21.8218,1,merged,1,2,16,1,2.4501,0.9795,1536,108,1632,162,96,54,0.0025,816.8253,0.157567,0.385066,0.157567,1584.0,135.0,1.7778,19.996001,9.243235,0.0,True,0.02662,0.0,0.0,0.0,0.542825,0.54718,True,0.61,1,1
VIRAT_S_050201_06_001168_001240,660,22.022,0,merged,0,2,3,1,1.97,0.5605,288,108,384,162,96,54,0.0025,886.7456,0.171054,0.605424,0.171054,336.0,135.0,1.7778,19.996001,6.546824,0.0,True,0.145833,0.0,0.0,0.0,0.396175,0.548303,True,0.36,1,1
VIRAT_S_050201_06_001168_001240,660,22.022,1,merged,1,2,16,1,2.4288,0.9777,1536,108,1632,162,96,54,0.0025,782.946,0.151031,0.338043,0.151031,1584.0,135.0,1.7778,19.996001,5.780474,0.0,True,0.025077,0.0,0.0,0.0,0.542195,0.548303,True,0.24,2,2
VIRAT_S_050201_06_001168_001240,666,22.2222,0,merged,0,2,3,3,1.9359,0.9093,288,54,384,216,96,162,0.0075,2576.4094,0.165664,1.0,0.165664,336.0,135.0,0.5926,11.546236,8.39473,0.0,False,0.145126,0.0,0.0,0.0,0.518255,0.549271,True,0.285,1,2
VIRAT_S_050201_06_001168_001240,666,22.2222,1,merged,1,2,16,1,1.9247,0.9778,1536,108,1632,162,96,54,0.0025,759.8779,0.146581,0.35027,0.146581,1584.0,135.0,1.7778,19.996001,7.427744,0.0,True,0.019483,0.0,0.0,0.0,0.54223,0.549271,True,0.315,2,1
VIRAT_S_050201_06_001168_001240,672,22.4224,0,merged,0,2,3,3,2.3573,0.8924,288,54,384,216,96,162,0.0075,2762.7949,0.177649,1.0,0.177649,336.0,135.0,0.5926,11.546236,6.37014,0.0,False,0.154578,0.0,0.0,0.0,0.51234,0.546285,True,0.285,1,2
VIRAT_S_050201_06_001168_001240,672,22.4224,1,merged,1,2,16,1,1.6078,0.9242,1536,108,1632,162,96,54,0.0025,659.2195,0.127164,0.284804,0.127164,1584.0,135.0,1.7778,19.996001,4.559861,0.0,True,0.011381,0.0,0.0,0.0,0.52347,0.546285,True,0.315,2,1
VIRAT_S_050201_06_001168_001240,678,22.6226,0,merged,0,2,3,3,1.9741,0.7469,288,54,384,216,96,162,0.0075,2847.782,0.183114,1.0,0.183114,336.0,135.0,0.5926,11.546236,11.505448,0.0,False,0.162037,0.0,0.0,0.0,0.461415,0.54811,True,0.195,1,2
VIRAT_S_050201_06_001168_001240,678,22.6226,1,merged,1,0,15,2,1.7051,0.9033,1440,0,1536,108,96,108,0.005,1348.0718,0.130022,0.42208,0.130022,1488.0,54.0,0.8889,14.140722,8.169605,1.0,False,0.039062,0.0,0.0,0.0,0.516155,0.54811,True,0.405,2,1
VIRAT_S_050201_06_001168_001240,684,22.8228,0,merged,0,2,3,3,2.5301,0.9733,288,54,384,216,96,162,0.0075,3032.4106,0.194985,1.0,0.194985,336.0,135.0,0.5926,11.546236,6.954531,0.0,False,0.151942,0.0,0.0,0.0,0.540655,0.548855,True,0.445,1,1
VIRAT_S_050201_06_001168_001240,684,22.8228,1,merged,1,4,15,1,1.3682,0.8619,1440,216,1536,270,96,54,0.0025,554.0229,0.106872,0.240268,0.106872,1488.0,243.0,1.7778,19.996001,3.811789,1.0,True,0.078704,0.0,0.0,0.0,0.501665,0.548855,True,0.155,3,3
VIRAT_S_050201_06_001168_001240,684,22.8228,2,merged,2,0,15,1,1.6321,0.8909,1440,0,1536,54,96,54,0.0025,833.022,0.160691,0.362311,0.160691,1488.0,27.0,1.7778,19.996001,5.731358,0.245131,True,0.048418,0.0,0.0,0.0,0.511815,0.548855,True,0.310198,2,2
VIRAT_S_050201_06_001168_001240,690,23.023,0,merged,0,2,3,1,1.526,0.483,288,108,384,162,96,54,0.0025,1178.4626,0.227327,0.693926,0.227327,336.0,135.0,1.7778,19.996001,6.768835,0.0,True,0.157022,0.0,0.0,0.0,0.36905,0.550843,True,0.36,1,1
